Block Name,Row ID,N,Time,avg(X),avg(Y),avg(Z),avg(temperature_BHE1 (0)),avg(temperature_BHE1 (1)),avg(temperature_BHE1 (2)),avg(temperature_BHE1 (Magnitude)),avg(temperature_soil),avg(vtkOriginalPointIds),max(X),max(Y),max(Z),max(temperature_BHE1 (0)),max(temperature_BHE1 (1)),max(temperature_BHE1 (2)),max(temperature_BHE1 (Magnitude)),max(temperature_soil),max(vtkOriginalPointIds),med(X),med(Y),med(Z),med(temperature_BHE1 (0)),med(temperature_BHE1 (1)),med(temperature_BHE1 (2)),med(temperature_BHE1 (Magnitude)),med(temperature_soil),med(vtkOriginalPointIds),min(X),min(Y),min(Z),min(temperature_BHE1 (0)),min(temperature_BHE1 (1)),min(temperature_BHE1 (2)),min(temperature_BHE1 (Magnitude)),min(temperature_soil),min(vtkOriginalPointIds),q1(X),q1(Y),q1(Z),q1(temperature_BHE1 (0)),q1(temperature_BHE1 (1)),q1(temperature_BHE1 (2)),q1(temperature_BHE1 (Magnitude)),q1(temperature_soil),q1(vtkOriginalPointIds),q3(X),q3(Y),q3(Z),q3(temperature_BHE1 (0)),q3(temperature_BHE1 (1)),q3(temperature_BHE1 (2)),q3(temperature_BHE1 (Magnitude)),q3(temperature_soil),q3(vtkOriginalPointIds),std(X),std(Y),std(Z),std(temperature_BHE1 (0)),std(temperature_BHE1 (1)),std(temperature_BHE1 (2)),std(temperature_BHE1 (Magnitude)),std(temperature_soil),std(vtkOriginalPointIds),vtkValidPointMask
stats,208,1,124800,0,20,-17,288.607,285.728,284.694,495.969,284.686,16199,0,20,-17,288.607,285.728,284.694,495.969,284.686,16199,0,20,-17,288.607,285.728,284.694,495.969,284.686,16199,0,20,-17,288.607,285.728,284.694,495.969,284.686,16199,0,20,-17,288.607,285.728,284.694,495.969,284.686,16199,0,20,-17,288.607,285.728,284.694,495.969,284.686,16199,0,0,0,0,0,0,0,0,0,1
stats,209,1,125400,0,20,-17,288.6,285.73,284.697,495.968,284.689,16199,0,20,-17,288.6,285.73,284.697,495.968,284.689,16199,0,20,-17,288.6,285.73,284.697,495.968,284.689,16199,0,20,-17,288.6,285.73,284.697,495.968,284.689,16199,0,20,-17,288.6,285.73,284.697,495.968,284.689,16199,0,20,-17,288.6,285.73,284.697,495.968,284.689,16199,0,0,0,0,0,0,0,0,0,1
stats,210,1,126000,0,20,-17,288.587,285.731,284.7,495.962,284.691,16199,0,20,-17,288.587,285.731,284.7,495.962,284.691,16199,0,20,-17,288.587,285.731,284.7,495.962,284.691,16199,0,20,-17,288.587,285.731,284.7,495.962,284.691,16199,0,20,-17,288.587,285.731,284.7,495.962,284.691,16199,0,20,-17,288.587,285.731,284.7,495.962,284.691,16199,0,0,0,0,0,0,0,0,0,1
stats,211,1,126600,0,20,-17,288.573,285.731,284.702,495.956,284.694,16199,0,20,-17,288.573,285.731,284.702,495.956,284.694,16199,0,20,-17,288.573,285.731,284.702,495.956,284.694,16199,0,20,-17,288.573,285.731,284.702,495.956,284.694,16199,0,20,-17,288.573,285.731,284.702,495.956,284.694,16199,0,20,-17,288.573,285.731,284.702,495.956,284.694,16199,0,0,0,0,0,0,0,0,0,1
stats,212,1,127200,0,20,-17,288.567,285.732,284.704,495.953,284.696,16199,0,20,-17,288.567,285.732,284.704,495.953,284.696,16199,0,20,-17,288.567,285.732,284.704,495.953,284.696,16199,0,20,-17,288.567,285.732,284.704,495.953,284.696,16199,0,20,-17,288.567,285.732,284.704,495.953,284.696,16199,0,20,-17,288.567,285.732,284.704,495.953,284.696,16199,0,0,0,0,0,0,0,0,0,1
stats,213,1,127800,0,20,-17,288.57,285.733,284.706,495.957,284.698,16199,0,20,-17,288.57,285.733,284.706,495.957,284.698,16199,0,20,-17,288.57,285.733,284.706,495.957,284.698,16199,0,20,-17,288.57,285.733,284.706,495.957,284.698,16199,0,20,-17,288.57,285.733,284.706,495.957,284.698,16199,0,20,-17,288.57,285.733,284.706,495.957,284.698,16199,0,0,0,0,0,0,0,0,0,1
stats,214,1,128400,0,20,-17,288.593,285.737,284.709,495.974,284.7,16199,0,20,-17,288.593,285.737,284.709,495.974,284.7,16199,0,20,-17,288.593,285.737,284.709,495.974,284.7,16199,0,20,-17,288.593,285.737,284.709,495.974,284.7,16199,0,20,-17,288.593,285.737,284.709,495.974,284.7,16199,0,20,-17,288.593,285.737,284.709,495.974,284.7,16199,0,0,0,0,0,0,0,0,0,1
stats,215,1,129000,0,20,-17,288.59,285.739,284.711,495.975,284.703,16199,0,20,-17,288.59,285.739,284.711,495.975,284.703,16199,0,20,-17,288.59,285.739,284.711,495.975,284.703,16199,0,20,-17,288.59,285.739,284.711,495.975,284.703,16199,0,20,-17,288.59,285.739,284.711,495.975,284.703,16199,0,20,-17,288.59,285.739,284.711,495.975,284.703,16199,0,0,0,0,0,0,0,0,0,1
stats,216,1,129600,0,20,-17,288.603,285.742,284.713,495.986,284.705,16199,0,20,-17,288.603,285.742,284.713,495.986,284.705,16199,0,20,-17,288.603,285.742,284.713,495.986,284.705,16199,0,20,-17,288.603,285.742,284.713,495.986,284.705,16199,0,20,-17,288.603,285.742,284.713,495.986,284.705,16199,0,20,-17,288.603,285.742,284.713,495.986,284.705,16199,0,0,0,0,0,0,0,0,0,1
stats,217,1,130200,0,20,-17,288.64,285.748,284.716,496.012,284.708,16199,0,20,-17,288.64,285.748,284.716,496.012,284.708,16199,0,20,-17,288.64,285.748,284.716,496.012,284.708,16199,0,20,-17,288.64,285.748,284.716,496.012,284.708,16199,0,20,-17,288.64,285.748,284.716,496.012,284.708,16199,0,20,-17,288.64,285.748,284.716,496.012,284.708,16199,0,0,0,0,0,0,0,0,0,1
stats,218,1,130800,0,20,-17,288.637,285.751,284.719,496.014,284.71,16199,0,20,-17,288.637,285.751,284.719,496.014,284.71,16199,0,20,-17,288.637,285.751,284.719,496.014,284.71,16199,0,20,-17,288.637,285.751,284.719,496.014,284.71,16199,0,20,-17,288.637,285.751,284.719,496.014,284.71,16199,0,20,-17,288.637,285.751,284.719,496.014,284.71,16199,0,0,0,0,0,0,0,0,0,1
stats,219,1,131400,0,20,-17,288.667,285.757,284.722,496.036,284.713,16199,0,20,-17,288.667,285.757,284.722,496.036,284.713,16199,0,20,-17,288.667,285.757,284.722,496.036,284.713,16199,0,20,-17,288.667,285.757,284.722,496.036,284.713,16199,0,20,-17,288.667,285.757,284.722,496.036,284.713,16199,0,20,-17,288.667,285.757,284.722,496.036,284.713,16199,0,0,0,0,0,0,0,0,0,1
stats,220,1,132000,0,20,-17,288.677,285.762,284.725,496.046,284.716,16199,0,20,-17,288.677,285.762,284.725,496.046,284.716,16199,0,20,-17,288.677,285.762,284.725,496.046,284.716,16199,0,20,-17,288.677,285.762,284.725,496.046,284.716,16199,0,20,-17,288.677,285.762,284.725,496.046,284.716,16199,0,20,-17,288.677,285.762,284.725,496.046,284.716,16199,0,0,0,0,0,0,0,0,0,1
stats,221,1,132600,0,20,-17,288.7,285.767,284.728,496.065,284.72,16199,0,20,-17,288.7,285.767,284.728,496.065,284.72,16199,0,20,-17,288.7,285.767,284.728,496.065,284.72,16199,0,20,-17,288.7,285.767,284.728,496.065,284.72,16199,0,20,-17,288.7,285.767,284.728,496.065,284.72,16199,0,20,-17,288.7,285.767,284.728,496.065,284.72,16199,0,0,0,0,0,0,0,0,0,1
stats,222,1,133200,0,20,-17,288.677,285.77,284.731,496.055,284.723,16199,0,20,-17,288.677,285.77,284.731,496.055,284.723,16199,0,20,-17,288.677,285.77,284.731,496.055,284.723,16199,0,20,-17,288.677,285.77,284.731,496.055,284.723,16199,0,20,-17,288.677,285.77,284.731,496.055,284.723,16199,0,20,-17,288.677,285.77,284.731,496.055,284.723,16199,0,0,0,0,0,0,0,0,0,1
stats,223,1,133800,0,20,-17,288.677,285.773,284.735,496.059,284.726,16199,0,20,-17,288.677,285.773,284.735,496.059,284.726,16199,0,20,-17,288.677,285.773,284.735,496.059,284.726,16199,0,20,-17,288.677,285.773,284.735,496.059,284.726,16199,0,20,-17,288.677,285.773,284.735,496.059,284.726,16199,0,20,-17,288.677,285.773,284.735,496.059,284.726,16199,0,0,0,0,0,0,0,0,0,1
stats,224,1,134400,0,20,-17,288.69,285.777,284.738,496.071,284.729,16199,0,20,-17,288.69,285.777,284.738,496.071,284.729,16199,0,20,-17,288.69,285.777,284.738,496.071,284.729,16199,0,20,-17,288.69,285.777,284.738,496.071,284.729,16199,0,20,-17,288.69,285.777,284.738,496.071,284.729,16199,0,20,-17,288.69,285.777,284.738,496.071,284.729,16199,0,0,0,0,0,0,0,0,0,1
stats,225,1,135000,0,20,-17,288.71,285.782,284.741,496.087,284.733,16199,0,20,-17,288.71,285.782,284.741,496.087,284.733,16199,0,20,-17,288.71,285.782,284.741,496.087,284.733,16199,0,20,-17,288.71,285.782,284.741,496.087,284.733,16199,0,20,-17,288.71,285.782,284.741,496.087,284.733,16199,0,20,-17,288.71,285.782,284.741,496.087,284.733,16199,0,0,0,0,0,0,0,0,0,1
stats,226,1,135600,0,20,-17,288.72,285.787,284.745,496.098,284.736,16199,0,20,-17,288.72,285.787,284.745,496.098,284.736,16199,0,20,-17,288.72,285.787,284.745,496.098,284.736,16199,0,20,-17,288.72,285.787,284.745,496.098,284.736,16199,0,20,-17,288.72,285.787,284.745,496.098,284.736,16199,0,20,-17,288.72,285.787,284.745,496.098,284.736,16199,0,0,0,0,0,0,0,0,0,1
stats,227,1,136200,0,20,-17,288.707,285.791,284.748,496.094,284.74,16199,0,20,-17,288.707,285.791,284.748,496.094,284.74,16199,0,20,-17,288.707,285.791,284.748,496.094,284.74,16199,0,20,-17,288.707,285.791,284.748,496.094,284.74,16199,0,20,-17,288.707,285.791,284.748,496.094,284.74,16199,0,20,-17,288.707,285.791,284.748,496.094,284.74,16199,0,0,0,0,0,0,0,0,0,1
stats,228,1,136800,0,20,-17,288.75,285.797,284.752,496.125,284.743,16199,0,20,-17,288.75,285.797,284.752,496.125,284.743,16199,0,20,-17,288.75,285.797,284.752,496.125,284.743,16199,0,20,-17,288.75,285.797,284.752,496.125,284.743,16199,0,20,-17,288.75,285.797,284.752,496.125,284.743,16199,0,20,-17,288.75,285.797,284.752,496.125,284.743,16199,0,0,0,0,0,0,0,0,0,1
stats,229,1,137400,0,20,-17,288.773,285.804,284.756,496.145,284.747,16199,0,20,-17,288.773,285.804,284.756,496.145,284.747,16199,0,20,-17,288.773,285.804,284.756,496.145,284.747,16199,0,20,-17,288.773,285.804,284.756,496.145,284.747,16199,0,20,-17,288.773,285.804,284.756,496.145,284.747,16199,0,20,-17,288.773,285.804,284.756,496.145,284.747,16199,0,0,0,0,0,0,0,0,0,1
stats,230,1,138000,0,20,-17,288.767,285.809,284.76,496.146,284.751,16199,0,20,-17,288.767,285.809,284.76,496.146,284.751,16199,0,20,-17,288.767,285.809,284.76,496.146,284.751,16199,0,20,-17,288.767,285.809,284.76,496.146,284.751,16199,0,20,-17,288.767,285.809,284.76,496.146,284.751,16199,0,20,-17,288.767,285.809,284.76,496.146,284.751,16199,0,0,0,0,0,0,0,0,0,1
stats,231,1,138600,0,20,-17,288.77,285.814,284.764,496.153,284.755,16199,0,20,-17,288.77,285.814,284.764,496.153,284.755,16199,0,20,-17,288.77,285.814,284.764,496.153,284.755,16199,0,20,-17,288.77,285.814,284.764,496.153,284.755,16199,0,20,-17,288.77,285.814,284.764,496.153,284.755,16199,0,20,-17,288.77,285.814,284.764,496.153,284.755,16199,0,0,0,0,0,0,0,0,0,1
stats,232,1,139200,0,20,-17,288.777,285.819,284.768,496.162,284.759,16199,0,20,-17,288.777,285.819,284.768,496.162,284.759,16199,0,20,-17,288.777,285.819,284.768,496.162,284.759,16199,0,20,-17,288.777,285.819,284.768,496.162,284.759,16199,0,20,-17,288.777,285.819,284.768,496.162,284.759,16199,0,20,-17,288.777,285.819,284.768,496.162,284.759,16199,0,0,0,0,0,0,0,0,0,1
stats,233,1,139800,0,20,-17,288.81,285.826,284.772,496.188,284.763,16199,0,20,-17,288.81,285.826,284.772,496.188,284.763,16199,0,20,-17,288.81,285.826,284.772,496.188,284.763,16199,0,20,-17,288.81,285.826,284.772,496.188,284.763,16199,0,20,-17,288.81,285.826,284.772,496.188,284.763,16199,0,20,-17,288.81,285.826,284.772,496.188,284.763,16199,0,0,0,0,0,0,0,0,0,1
stats,234,1,140400,0,20,-17,288.813,285.832,284.776,496.196,284.767,16199,0,20,-17,288.813,285.832,284.776,496.196,284.767,16199,0,20,-17,288.813,285.832,284.776,496.196,284.767,16199,0,20,-17,288.813,285.832,284.776,496.196,284.767,16199,0,20,-17,288.813,285.832,284.776,496.196,284.767,16199,0,20,-17,288.813,285.832,284.776,496.196,284.767,16199,0,0,0,0,0,0,0,0,0,1
stats,235,1,141000,0,20,-17,288.803,285.837,284.78,496.195,284.772,16199,0,20,-17,288.803,285.837,284.78,496.195,284.772,16199,0,20,-17,288.803,285.837,284.78,496.195,284.772,16199,0,20,-17,288.803,285.837,284.78,496.195,284.772,16199,0,20,-17,288.803,285.837,284.78,496.195,284.772,16199,0,20,-17,288.803,285.837,284.78,496.195,284.772,16199,0,0,0,0,0,0,0,0,0,1
stats,236,1,141600,0,20,-17,288.83,285.843,284.784,496.217,284.776,16199,0,20,-17,288.83,285.843,284.784,496.217,284.776,16199,0,20,-17,288.83,285.843,284.784,496.217,284.776,16199,0,20,-17,288.83,285.843,284.784,496.217,284.776,16199,0,20,-17,288.83,285.843,284.784,496.217,284.776,16199,0,20,-17,288.83,285.843,284.784,496.217,284.776,16199,0,0,0,0,0,0,0,0,0,1
stats,237,1,142200,0,20,-17,288.817,285.847,284.789,496.214,284.78,16199,0,20,-17,288.817,285.847,284.789,496.214,284.78,16199,0,20,-17,288.817,285.847,284.789,496.214,284.78,16199,0,20,-17,288.817,285.847,284.789,496.214,284.78,16199,0,20,-17,288.817,285.847,284.789,496.214,284.78,16199,0,20,-17,288.817,285.847,284.789,496.214,284.78,16199,0,0,0,0,0,0,0,0,0,1
stats,238,1,142800,0,20,-17,288.827,285.853,284.793,496.225,284.784,16199,0,20,-17,288.827,285.853,284.793,496.225,284.784,16199,0,20,-17,288.827,285.853,284.793,496.225,284.784,16199,0,20,-17,288.827,285.853,284.793,496.225,284.784,16199,0,20,-17,288.827,285.853,284.793,496.225,284.784,16199,0,20,-17,288.827,285.853,284.793,496.225,284.784,16199,0,0,0,0,0,0,0,0,0,1
stats,239,1,143400,0,20,-17,288.807,285.856,284.797,496.218,284.788,16199,0,20,-17,288.807,285.856,284.797,496.218,284.788,16199,0,20,-17,288.807,285.856,284.797,496.218,284.788,16199,0,20,-17,288.807,285.856,284.797,496.218,284.788,16199,0,20,-17,288.807,285.856,284.797,496.218,284.788,16199,0,20,-17,288.807,285.856,284.797,496.218,284.788,16199,0,0,0,0,0,0,0,0,0,1
stats,240,1,144000,0,20,-17,288.833,285.861,284.801,496.238,284.792,16199,0,20,-17,288.833,285.861,284.801,496.238,284.792,16199,0,20,-17,288.833,285.861,284.801,496.238,284.792,16199,0,20,-17,288.833,285.861,284.801,496.238,284.792,16199,0,20,-17,288.833,285.861,284.801,496.238,284.792,16199,0,20,-17,288.833,285.861,284.801,496.238,284.792,16199,0,0,0,0,0,0,0,0,0,1
stats,241,1,144600,0,20,-17,288.843,285.867,284.805,496.25,284.797,16199,0,20,-17,288.843,285.867,284.805,496.25,284.797,16199,0,20,-17,288.843,285.867,284.805,496.25,284.797,16199,0,20,-17,288.843,285.867,284.805,496.25,284.797,16199,0,20,-17,288.843,285.867,284.805,496.25,284.797,16199,0,20,-17,288.843,285.867,284.805,496.25,284.797,16199,0,0,0,0,0,0,0,0,0,1
stats,242,1,145200,0,20,-17,288.853,285.873,284.809,496.262,284.801,16199,0,20,-17,288.853,285.873,284.809,496.262,284.801,16199,0,20,-17,288.853,285.873,284.809,496.262,284.801,16199,0,20,-17,288.853,285.873,284.809,496.262,284.801,16199,0,20,-17,288.853,285.873,284.809,496.262,284.801,16199,0,20,-17,288.853,285.873,284.809,496.262,284.801,16199,0,0,0,0,0,0,0,0,0,1
stats,243,1,145800,0,20,-17,288.848,285.877,284.814,496.263,284.805,16199,0,20,-17,288.848,285.877,284.814,496.263,284.805,16199,0,20,-17,288.848,285.877,284.814,496.263,284.805,16199,0,20,-17,288.848,285.877,284.814,496.263,284.805,16199,0,20,-17,288.848,285.877,284.814,496.263,284.805,16199,0,20,-17,288.848,285.877,284.814,496.263,284.805,16199,0,0,0,0,0,0,0,0,0,1
stats,244,1,146400,0,20,-17,288.851,285.882,284.818,496.271,284.809,16199,0,20,-17,288.851,285.882,284.818,496.271,284.809,16199,0,20,-17,288.851,285.882,284.818,496.271,284.809,16199,0,20,-17,288.851,285.882,284.818,496.271,284.809,16199,0,20,-17,288.851,285.882,284.818,496.271,284.809,16199,0,20,-17,288.851,285.882,284.818,496.271,284.809,16199,0,0,0,0,0,0,0,0,0,1
stats,245,1,147000,0,20,-17,288.861,285.887,284.822,496.281,284.813,16199,0,20,-17,288.861,285.887,284.822,496.281,284.813,16199,0,20,-17,288.861,285.887,284.822,496.281,284.813,16199,0,20,-17,288.861,285.887,284.822,496.281,284.813,16199,0,20,-17,288.861,285.887,284.822,496.281,284.813,16199,0,20,-17,288.861,285.887,284.822,496.281,284.813,16199,0,0,0,0,0,0,0,0,0,1
stats,246,1,147600,0,20,-17,288.864,285.892,284.826,496.288,284.817,16199,0,20,-17,288.864,285.892,284.826,496.288,284.817,16199,0,20,-17,288.864,285.892,284.826,496.288,284.817,16199,0,20,-17,288.864,285.892,284.826,496.288,284.817,16199,0,20,-17,288.864,285.892,284.826,496.288,284.817,16199,0,20,-17,288.864,285.892,284.826,496.288,284.817,16199,0,0,0,0,0,0,0,0,0,1
stats,247,1,148200,0,20,-17,288.856,285.895,284.83,496.289,284.821,16199,0,20,-17,288.856,285.895,284.83,496.289,284.821,16199,0,20,-17,288.856,285.895,284.83,496.289,284.821,16199,0,20,-17,288.856,285.895,284.83,496.289,284.821,16199,0,20,-17,288.856,285.895,284.83,496.289,284.821,16199,0,20,-17,288.856,285.895,284.83,496.289,284.821,16199,0,0,0,0,0,0,0,0,0,1
stats,248,1,148800,0,20,-17,288.87,285.9,284.834,496.302,284.825,16199,0,20,-17,288.87,285.9,284.834,496.302,284.825,16199,0,20,-17,288.87,285.9,284.834,496.302,284.825,16199,0,20,-17,288.87,285.9,284.834,496.302,284.825,16199,0,20,-17,288.87,285.9,284.834,496.302,284.825,16199,0,20,-17,288.87,285.9,284.834,496.302,284.825,16199,0,0,0,0,0,0,0,0,0,1
stats,249,1,149400,0,20,-17,288.881,285.905,284.838,496.313,284.829,16199,0,20,-17,288.881,285.905,284.838,496.313,284.829,16199,0,20,-17,288.881,285.905,284.838,496.313,284.829,16199,0,20,-17,288.881,285.905,284.838,496.313,284.829,16199,0,20,-17,288.881,285.905,284.838,496.313,284.829,16199,0,20,-17,288.881,285.905,284.838,496.313,284.829,16199,0,0,0,0,0,0,0,0,0,1
stats,250,1,150000,0,20,-17,288.858,285.908,284.842,496.304,284.833,16199,0,20,-17,288.858,285.908,284.842,496.304,284.833,16199,0,20,-17,288.858,285.908,284.842,496.304,284.833,16199,0,20,-17,288.858,285.908,284.842,496.304,284.833,16199,0,20,-17,288.858,285.908,284.842,496.304,284.833,16199,0,20,-17,288.858,285.908,284.842,496.304,284.833,16199,0,0,0,0,0,0,0,0,0,1
stats,251,1,150600,0,20,-17,288.879,285.913,284.846,496.321,284.837,16199,0,20,-17,288.879,285.913,284.846,496.321,284.837,16199,0,20,-17,288.879,285.913,284.846,496.321,284.837,16199,0,20,-17,288.879,285.913,284.846,496.321,284.837,16199,0,20,-17,288.879,285.913,284.846,496.321,284.837,16199,0,20,-17,288.879,285.913,284.846,496.321,284.837,16199,0,0,0,0,0,0,0,0,0,1
stats,252,1,151200,0,20,-17,288.88,285.917,284.85,496.326,284.841,16199,0,20,-17,288.88,285.917,284.85,496.326,284.841,16199,0,20,-17,288.88,285.917,284.85,496.326,284.841,16199,0,20,-17,288.88,285.917,284.85,496.326,284.841,16199,0,20,-17,288.88,285.917,284.85,496.326,284.841,16199,0,20,-17,288.88,285.917,284.85,496.326,284.841,16199,0,0,0,0,0,0,0,0,0,1
stats,253,1,151800,0,20,-17,288.906,285.923,284.854,496.347,284.845,16199,0,20,-17,288.906,285.923,284.854,496.347,284.845,16199,0,20,-17,288.906,285.923,284.854,496.347,284.845,16199,0,20,-17,288.906,285.923,284.854,496.347,284.845,16199,0,20,-17,288.906,285.923,284.854,496.347,284.845,16199,0,20,-17,288.906,285.923,284.854,496.347,284.845,16199,0,0,0,0,0,0,0,0,0,1
stats,254,1,152400,0,20,-17,288.904,285.928,284.858,496.351,284.849,16199,0,20,-17,288.904,285.928,284.858,496.351,284.849,16199,0,20,-17,288.904,285.928,284.858,496.351,284.849,16199,0,20,-17,288.904,285.928,284.858,496.351,284.849,16199,0,20,-17,288.904,285.928,284.858,496.351,284.849,16199,0,20,-17,288.904,285.928,284.858,496.351,284.849,16199,0,0,0,0,0,0,0,0,0,1
stats,255,1,153000,0,20,-17,288.933,285.935,284.862,496.374,284.853,16199,0,20,-17,288.933,285.935,284.862,496.374,284.853,16199,0,20,-17,288.933,285.935,284.862,496.374,284.853,16199,0,20,-17,288.933,285.935,284.862,496.374,284.853,16199,0,20,-17,288.933,285.935,284.862,496.374,284.853,16199,0,20,-17,288.933,285.935,284.862,496.374,284.853,16199,0,0,0,0,0,0,0,0,0,1
stats,256,1,153600,0,20,-17,288.916,285.939,284.866,496.369,284.857,16199,0,20,-17,288.916,285.939,284.866,496.369,284.857,16199,0,20,-17,288.916,285.939,284.866,496.369,284.857,16199,0,20,-17,288.916,285.939,284.866,496.369,284.857,16199,0,20,-17,288.916,285.939,284.866,496.369,284.857,16199,0,20,-17,288.916,285.939,284.866,496.369,284.857,16199,0,0,0,0,0,0,0,0,0,1
stats,257,1,154200,0,20,-17,288.92,285.943,284.87,496.376,284.861,16199,0,20,-17,288.92,285.943,284.87,496.376,284.861,16199,0,20,-17,288.92,285.943,284.87,496.376,284.861,16199,0,20,-17,288.92,285.943,284.87,496.376,284.861,16199,0,20,-17,288.92,285.943,284.87,496.376,284.861,16199,0,20,-17,288.92,285.943,284.87,496.376,284.861,16199,0,0,0,0,0,0,0,0,0,1
stats,258,1,154800,0,20,-17,288.94,285.948,284.874,496.393,284.865,16199,0,20,-17,288.94,285.948,284.874,496.393,284.865,16199,0,20,-17,288.94,285.948,284.874,496.393,284.865,16199,0,20,-17,288.94,285.948,284.874,496.393,284.865,16199,0,20,-17,288.94,285.948,284.874,496.393,284.865,16199,0,20,-17,288.94,285.948,284.874,496.393,284.865,16199,0,0,0,0,0,0,0,0,0,1
stats,259,1,155400,0,20,-17,288.956,285.954,284.878,496.408,284.869,16199,0,20,-17,288.956,285.954,284.878,496.408,284.869,16199,0,20,-17,288.956,285.954,284.878,496.408,284.869,16199,0,20,-17,288.956,285.954,284.878,496.408,284.869,16199,0,20,-17,288.956,285.954,284.878,496.408,284.869,16199,0,20,-17,288.956,285.954,284.878,496.408,284.869,16199,0,0,0,0,0,0,0,0,0,1
stats,260,1,156000,0,20,-17,289.013,285.964,284.882,496.449,284.874,16199,0,20,-17,289.013,285.964,284.882,496.449,284.874,16199,0,20,-17,289.013,285.964,284.882,496.449,284.874,16199,0,20,-17,289.013,285.964,284.882,496.449,284.874,16199,0,20,-17,289.013,285.964,284.882,496.449,284.874,16199,0,20,-17,289.013,285.964,284.882,496.449,284.874,16199,0,0,0,0,0,0,0,0,0,1
stats,261,1,156600,0,20,-17,288.986,285.969,284.887,496.439,284.878,16199,0,20,-17,288.986,285.969,284.887,496.439,284.878,16199,0,20,-17,288.986,285.969,284.887,496.439,284.878,16199,0,20,-17,288.986,285.969,284.887,496.439,284.878,16199,0,20,-17,288.986,285.969,284.887,496.439,284.878,16199,0,20,-17,288.986,285.969,284.887,496.439,284.878,16199,0,0,0,0,0,0,0,0,0,1
stats,262,1,157200,0,20,-17,288.925,285.969,284.891,496.406,284.882,16199,0,20,-17,288.925,285.969,284.891,496.406,284.882,16199,0,20,-17,288.925,285.969,284.891,496.406,284.882,16199,0,20,-17,288.925,285.969,284.891,496.406,284.882,16199,0,20,-17,288.925,285.969,284.891,496.406,284.882,16199,0,20,-17,288.925,285.969,284.891,496.406,284.882,16199,0,0,0,0,0,0,0,0,0,1
stats,263,1,157800,0,20,-17,288.894,285.968,284.894,496.389,284.885,16199,0,20,-17,288.894,285.968,284.894,496.389,284.885,16199,0,20,-17,288.894,285.968,284.894,496.389,284.885,16199,0,20,-17,288.894,285.968,284.894,496.389,284.885,16199,0,20,-17,288.894,285.968,284.894,496.389,284.885,16199,0,20,-17,288.894,285.968,284.894,496.389,284.885,16199,0,0,0,0,0,0,0,0,0,1
stats,264,1,158400,0,20,-17,288.845,285.965,284.897,496.36,284.888,16199,0,20,-17,288.845,285.965,284.897,496.36,284.888,16199,0,20,-17,288.845,285.965,284.897,496.36,284.888,16199,0,20,-17,288.845,285.965,284.897,496.36,284.888,16199,0,20,-17,288.845,285.965,284.897,496.36,284.888,16199,0,20,-17,288.845,285.965,284.897,496.36,284.888,16199,0,0,0,0,0,0,0,0,0,1
stats,265,1,159000,0,20,-17,288.843,285.965,284.9,496.361,284.891,16199,0,20,-17,288.843,285.965,284.9,496.361,284.891,16199,0,20,-17,288.843,285.965,284.9,496.361,284.891,16199,0,20,-17,288.843,285.965,284.9,496.361,284.891,16199,0,20,-17,288.843,285.965,284.9,496.361,284.891,16199,0,20,-17,288.843,285.965,284.9,496.361,284.891,16199,0,0,0,0,0,0,0,0,0,1
stats,266,1,159600,0,20,-17,288.852,285.967,284.902,496.368,284.893,16199,0,20,-17,288.852,285.967,284.902,496.368,284.893,16199,0,20,-17,288.852,285.967,284.902,496.368,284.893,16199,0,20,-17,288.852,285.967,284.902,496.368,284.893,16199,0,20,-17,288.852,285.967,284.902,496.368,284.893,16199,0,20,-17,288.852,285.967,284.902,496.368,284.893,16199,0,0,0,0,0,0,0,0,0,1
stats,267,1,160200,0,20,-17,288.835,285.967,284.904,496.36,284.896,16199,0,20,-17,288.835,285.967,284.904,496.36,284.896,16199,0,20,-17,288.835,285.967,284.904,496.36,284.896,16199,0,20,-17,288.835,285.967,284.904,496.36,284.896,16199,0,20,-17,288.835,285.967,284.904,496.36,284.896,16199,0,20,-17,288.835,285.967,284.904,496.36,284.896,16199,0,0,0,0,0,0,0,0,0,1
stats,268,1,160800,0,20,-17,288.773,285.963,284.906,496.322,284.897,16199,0,20,-17,288.773,285.963,284.906,496.322,284.897,16199,0,20,-17,288.773,285.963,284.906,496.322,284.897,16199,0,20,-17,288.773,285.963,284.906,496.322,284.897,16199,0,20,-17,288.773,285.963,284.906,496.322,284.897,16199,0,20,-17,288.773,285.963,284.906,496.322,284.897,16199,0,0,0,0,0,0,0,0,0,1
stats,269,1,161400,0,20,-17,288.771,285.961,284.907,496.321,284.899,16199,0,20,-17,288.771,285.961,284.907,496.321,284.899,16199,0,20,-17,288.771,285.961,284.907,496.321,284.899,16199,0,20,-17,288.771,285.961,284.907,496.321,284.899,16199,0,20,-17,288.771,285.961,284.907,496.321,284.899,16199,0,20,-17,288.771,285.961,284.907,496.321,284.899,16199,0,0,0,0,0,0,0,0,0,1
stats,270,1,162000,0,20,-17,288.755,285.959,284.909,496.312,284.9,16199,0,20,-17,288.755,285.959,284.909,496.312,284.9,16199,0,20,-17,288.755,285.959,284.909,496.312,284.9,16199,0,20,-17,288.755,285.959,284.909,496.312,284.9,16199,0,20,-17,288.755,285.959,284.909,496.312,284.9,16199,0,20,-17,288.755,285.959,284.909,496.312,284.9,16199,0,0,0,0,0,0,0,0,0,1
