Block Name,Row ID,N,Time,avg(X),avg(Y),avg(Z),avg(temperature_BHE1 (0)),avg(temperature_BHE1 (1)),avg(temperature_BHE1 (2)),avg(temperature_BHE1 (Magnitude)),avg(temperature_soil),avg(vtkOriginalPointIds),max(X),max(Y),max(Z),max(temperature_BHE1 (0)),max(temperature_BHE1 (1)),max(temperature_BHE1 (2)),max(temperature_BHE1 (Magnitude)),max(temperature_soil),max(vtkOriginalPointIds),med(X),med(Y),med(Z),med(temperature_BHE1 (0)),med(temperature_BHE1 (1)),med(temperature_BHE1 (2)),med(temperature_BHE1 (Magnitude)),med(temperature_soil),med(vtkOriginalPointIds),min(X),min(Y),min(Z),min(temperature_BHE1 (0)),min(temperature_BHE1 (1)),min(temperature_BHE1 (2)),min(temperature_BHE1 (Magnitude)),min(temperature_soil),min(vtkOriginalPointIds),q1(X),q1(Y),q1(Z),q1(temperature_BHE1 (0)),q1(temperature_BHE1 (1)),q1(temperature_BHE1 (2)),q1(temperature_BHE1 (Magnitude)),q1(temperature_soil),q1(vtkOriginalPointIds),q3(X),q3(Y),q3(Z),q3(temperature_BHE1 (0)),q3(temperature_BHE1 (1)),q3(temperature_BHE1 (2)),q3(temperature_BHE1 (Magnitude)),q3(temperature_soil),q3(vtkOriginalPointIds),std(X),std(Y),std(Z),std(temperature_BHE1 (0)),std(temperature_BHE1 (1)),std(temperature_BHE1 (2)),std(temperature_BHE1 (Magnitude)),std(temperature_soil),std(vtkOriginalPointIds),vtkValidPointMask
stats,271,1,162600,0,20,-17,288.78,285.961,284.91,496.327,284.901,16199,0,20,-17,288.78,285.961,284.91,496.327,284.901,16199,0,20,-17,288.78,285.961,284.91,496.327,284.901,16199,0,20,-17,288.78,285.961,284.91,496.327,284.901,16199,0,20,-17,288.78,285.961,284.91,496.327,284.901,16199,0,20,-17,288.78,285.961,284.91,496.327,284.901,16199,0,0,0,0,0,0,0,0,0,1
stats,272,1,163200,0,20,-17,288.783,285.962,284.911,496.33,284.902,16199,0,20,-17,288.783,285.962,284.911,496.33,284.902,16199,0,20,-17,288.783,285.962,284.911,496.33,284.902,16199,0,20,-17,288.783,285.962,284.911,496.33,284.902,16199,0,20,-17,288.783,285.962,284.911,496.33,284.902,16199,0,20,-17,288.783,285.962,284.911,496.33,284.902,16199,0,0,0,0,0,0,0,0,0,1
stats,273,1,163800,0,20,-17,288.772,285.961,284.912,496.324,284.904,16199,0,20,-17,288.772,285.961,284.912,496.324,284.904,16199,0,20,-17,288.772,285.961,284.912,496.324,284.904,16199,0,20,-17,288.772,285.961,284.912,496.324,284.904,16199,0,20,-17,288.772,285.961,284.912,496.324,284.904,16199,0,20,-17,288.772,285.961,284.912,496.324,284.904,16199,0,0,0,0,0,0,0,0,0,1
stats,274,1,164400,0,20,-17,288.765,285.961,284.913,496.321,284.905,16199,0,20,-17,288.765,285.961,284.913,496.321,284.905,16199,0,20,-17,288.765,285.961,284.913,496.321,284.905,16199,0,20,-17,288.765,285.961,284.913,496.321,284.905,16199,0,20,-17,288.765,285.961,284.913,496.321,284.905,16199,0,20,-17,288.765,285.961,284.913,496.321,284.905,16199,0,0,0,0,0,0,0,0,0,1
stats,275,1,165000,0,20,-17,288.753,285.96,284.914,496.313,284.906,16199,0,20,-17,288.753,285.96,284.914,496.313,284.906,16199,0,20,-17,288.753,285.96,284.914,496.313,284.906,16199,0,20,-17,288.753,285.96,284.914,496.313,284.906,16199,0,20,-17,288.753,285.96,284.914,496.313,284.906,16199,0,20,-17,288.753,285.96,284.914,496.313,284.906,16199,0,0,0,0,0,0,0,0,0,1
stats,276,1,165600,0,20,-17,288.716,285.956,284.915,496.291,284.906,16199,0,20,-17,288.716,285.956,284.915,496.291,284.906,16199,0,20,-17,288.716,285.956,284.915,496.291,284.906,16199,0,20,-17,288.716,285.956,284.915,496.291,284.906,16199,0,20,-17,288.716,285.956,284.915,496.291,284.906,16199,0,20,-17,288.716,285.956,284.915,496.291,284.906,16199,0,0,0,0,0,0,0,0,0,1
stats,277,1,166200,0,20,-17,288.776,285.959,284.915,496.328,284.907,16199,0,20,-17,288.776,285.959,284.915,496.328,284.907,16199,0,20,-17,288.776,285.959,284.915,496.328,284.907,16199,0,20,-17,288.776,285.959,284.915,496.328,284.907,16199,0,20,-17,288.776,285.959,284.915,496.328,284.907,16199,0,20,-17,288.776,285.959,284.915,496.328,284.907,16199,0,0,0,0,0,0,0,0,0,1
stats,278,1,166800,0,20,-17,288.777,285.961,284.916,496.33,284.908,16199,0,20,-17,288.777,285.961,284.916,496.33,284.908,16199,0,20,-17,288.777,285.961,284.916,496.33,284.908,16199,0,20,-17,288.777,285.961,284.916,496.33,284.908,16199,0,20,-17,288.777,285.961,284.916,496.33,284.908,16199,0,20,-17,288.777,285.961,284.916,496.33,284.908,16199,0,0,0,0,0,0,0,0,0,1
stats,279,1,167400,0,20,-17,288.763,285.961,284.917,496.322,284.909,16199,0,20,-17,288.763,285.961,284.917,496.322,284.909,16199,0,20,-17,288.763,285.961,284.917,496.322,284.909,16199,0,20,-17,288.763,285.961,284.917,496.322,284.909,16199,0,20,-17,288.763,285.961,284.917,496.322,284.909,16199,0,20,-17,288.763,285.961,284.917,496.322,284.909,16199,0,0,0,0,0,0,0,0,0,1
stats,280,1,168000,0,20,-17,288.759,285.961,284.918,496.32,284.91,16199,0,20,-17,288.759,285.961,284.918,496.32,284.91,16199,0,20,-17,288.759,285.961,284.918,496.32,284.91,16199,0,20,-17,288.759,285.961,284.918,496.32,284.91,16199,0,20,-17,288.759,285.961,284.918,496.32,284.91,16199,0,20,-17,288.759,285.961,284.918,496.32,284.91,16199,0,0,0,0,0,0,0,0,0,1
stats,281,1,168600,0,20,-17,288.799,285.964,284.919,496.346,284.911,16199,0,20,-17,288.799,285.964,284.919,496.346,284.911,16199,0,20,-17,288.799,285.964,284.919,496.346,284.911,16199,0,20,-17,288.799,285.964,284.919,496.346,284.911,16199,0,20,-17,288.799,285.964,284.919,496.346,284.911,16199,0,20,-17,288.799,285.964,284.919,496.346,284.911,16199,0,0,0,0,0,0,0,0,0,1
stats,282,1,169200,0,20,-17,288.796,285.966,284.921,496.346,284.912,16199,0,20,-17,288.796,285.966,284.921,496.346,284.912,16199,0,20,-17,288.796,285.966,284.921,496.346,284.912,16199,0,20,-17,288.796,285.966,284.921,496.346,284.912,16199,0,20,-17,288.796,285.966,284.921,496.346,284.912,16199,0,20,-17,288.796,285.966,284.921,496.346,284.912,16199,0,0,0,0,0,0,0,0,0,1
stats,283,1,169800,0,20,-17,288.802,285.967,284.922,496.351,284.913,16199,0,20,-17,288.802,285.967,284.922,496.351,284.913,16199,0,20,-17,288.802,285.967,284.922,496.351,284.913,16199,0,20,-17,288.802,285.967,284.922,496.351,284.913,16199,0,20,-17,288.802,285.967,284.922,496.351,284.913,16199,0,20,-17,288.802,285.967,284.922,496.351,284.913,16199,0,0,0,0,0,0,0,0,0,1
stats,284,1,170400,0,20,-17,288.8,285.969,284.923,496.351,284.915,16199,0,20,-17,288.8,285.969,284.923,496.351,284.915,16199,0,20,-17,288.8,285.969,284.923,496.351,284.915,16199,0,20,-17,288.8,285.969,284.923,496.351,284.915,16199,0,20,-17,288.8,285.969,284.923,496.351,284.915,16199,0,20,-17,288.8,285.969,284.923,496.351,284.915,16199,0,0,0,0,0,0,0,0,0,1
stats,285,1,171000,0,20,-17,288.822,285.972,284.925,496.367,284.916,16199,0,20,-17,288.822,285.972,284.925,496.367,284.916,16199,0,20,-17,288.822,285.972,284.925,496.367,284.916,16199,0,20,-17,288.822,285.972,284.925,496.367,284.916,16199,0,20,-17,288.822,285.972,284.925,496.367,284.916,16199,0,20,-17,288.822,285.972,284.925,496.367,284.916,16199,0,0,0,0,0,0,0,0,0,1
stats,286,1,171600,0,20,-17,288.798,285.972,284.926,496.353,284.917,16199,0,20,-17,288.798,285.972,284.926,496.353,284.917,16199,0,20,-17,288.798,285.972,284.926,496.353,284.917,16199,0,20,-17,288.798,285.972,284.926,496.353,284.917,16199,0,20,-17,288.798,285.972,284.926,496.353,284.917,16199,0,20,-17,288.798,285.972,284.926,496.353,284.917,16199,0,0,0,0,0,0,0,0,0,1
stats,287,1,172200,0,20,-17,288.788,285.971,284.927,496.348,284.919,16199,0,20,-17,288.788,285.971,284.927,496.348,284.919,16199,0,20,-17,288.788,285.971,284.927,496.348,284.919,16199,0,20,-17,288.788,285.971,284.927,496.348,284.919,16199,0,20,-17,288.788,285.971,284.927,496.348,284.919,16199,0,20,-17,288.788,285.971,284.927,496.348,284.919,16199,0,0,0,0,0,0,0,0,0,1
stats,288,1,172800,0,20,-17,288.787,285.972,284.928,496.349,284.92,16199,0,20,-17,288.787,285.972,284.928,496.349,284.92,16199,0,20,-17,288.787,285.972,284.928,496.349,284.92,16199,0,20,-17,288.787,285.972,284.928,496.349,284.92,16199,0,20,-17,288.787,285.972,284.928,496.349,284.92,16199,0,20,-17,288.787,285.972,284.928,496.349,284.92,16199,0,0,0,0,0,0,0,0,0,1
stats,289,1,173400,0,20,-17,288.776,285.972,284.93,496.343,284.921,16199,0,20,-17,288.776,285.972,284.93,496.343,284.921,16199,0,20,-17,288.776,285.972,284.93,496.343,284.921,16199,0,20,-17,288.776,285.972,284.93,496.343,284.921,16199,0,20,-17,288.776,285.972,284.93,496.343,284.921,16199,0,20,-17,288.776,285.972,284.93,496.343,284.921,16199,0,0,0,0,0,0,0,0,0,1
stats,290,1,174000,0,20,-17,288.801,285.974,284.931,496.359,284.922,16199,0,20,-17,288.801,285.974,284.931,496.359,284.922,16199,0,20,-17,288.801,285.974,284.931,496.359,284.922,16199,0,20,-17,288.801,285.974,284.931,496.359,284.922,16199,0,20,-17,288.801,285.974,284.931,496.359,284.922,16199,0,20,-17,288.801,285.974,284.931,496.359,284.922,16199,0,0,0,0,0,0,0,0,0,1
stats,291,1,174600,0,20,-17,288.8,285.976,284.932,496.36,284.924,16199,0,20,-17,288.8,285.976,284.932,496.36,284.924,16199,0,20,-17,288.8,285.976,284.932,496.36,284.924,16199,0,20,-17,288.8,285.976,284.932,496.36,284.924,16199,0,20,-17,288.8,285.976,284.932,496.36,284.924,16199,0,20,-17,288.8,285.976,284.932,496.36,284.924,16199,0,0,0,0,0,0,0,0,0,1
stats,292,1,175200,0,20,-17,288.79,285.976,284.933,496.356,284.925,16199,0,20,-17,288.79,285.976,284.933,496.356,284.925,16199,0,20,-17,288.79,285.976,284.933,496.356,284.925,16199,0,20,-17,288.79,285.976,284.933,496.356,284.925,16199,0,20,-17,288.79,285.976,284.933,496.356,284.925,16199,0,20,-17,288.79,285.976,284.933,496.356,284.925,16199,0,0,0,0,0,0,0,0,0,1
stats,293,1,175800,0,20,-17,288.781,285.976,284.935,496.351,284.926,16199,0,20,-17,288.781,285.976,284.935,496.351,284.926,16199,0,20,-17,288.781,285.976,284.935,496.351,284.926,16199,0,20,-17,288.781,285.976,284.935,496.351,284.926,16199,0,20,-17,288.781,285.976,284.935,496.351,284.926,16199,0,20,-17,288.781,285.976,284.935,496.351,284.926,16199,0,0,0,0,0,0,0,0,0,1
stats,294,1,176400,0,20,-17,288.788,285.977,284.936,496.356,284.927,16199,0,20,-17,288.788,285.977,284.936,496.356,284.927,16199,0,20,-17,288.788,285.977,284.936,496.356,284.927,16199,0,20,-17,288.788,285.977,284.936,496.356,284.927,16199,0,20,-17,288.788,285.977,284.936,496.356,284.927,16199,0,20,-17,288.788,285.977,284.936,496.356,284.927,16199,0,0,0,0,0,0,0,0,0,1
stats,295,1,177000,0,20,-17,288.8,285.979,284.937,496.366,284.929,16199,0,20,-17,288.8,285.979,284.937,496.366,284.929,16199,0,20,-17,288.8,285.979,284.937,496.366,284.929,16199,0,20,-17,288.8,285.979,284.937,496.366,284.929,16199,0,20,-17,288.8,285.979,284.937,496.366,284.929,16199,0,20,-17,288.8,285.979,284.937,496.366,284.929,16199,0,0,0,0,0,0,0,0,0,1
stats,296,1,177600,0,20,-17,288.78,285.979,284.938,496.355,284.93,16199,0,20,-17,288.78,285.979,284.938,496.355,284.93,16199,0,20,-17,288.78,285.979,284.938,496.355,284.93,16199,0,20,-17,288.78,285.979,284.938,496.355,284.93,16199,0,20,-17,288.78,285.979,284.938,496.355,284.93,16199,0,20,-17,288.78,285.979,284.938,496.355,284.93,16199,0,0,0,0,0,0,0,0,0,1
stats,297,1,178200,0,20,-17,288.792,285.981,284.939,496.363,284.931,16199,0,20,-17,288.792,285.981,284.939,496.363,284.931,16199,0,20,-17,288.792,285.981,284.939,496.363,284.931,16199,0,20,-17,288.792,285.981,284.939,496.363,284.931,16199,0,20,-17,288.792,285.981,284.939,496.363,284.931,16199,0,20,-17,288.792,285.981,284.939,496.363,284.931,16199,0,0,0,0,0,0,0,0,0,1
stats,298,1,178800,0,20,-17,288.806,285.983,284.941,496.374,284.932,16199,0,20,-17,288.806,285.983,284.941,496.374,284.932,16199,0,20,-17,288.806,285.983,284.941,496.374,284.932,16199,0,20,-17,288.806,285.983,284.941,496.374,284.932,16199,0,20,-17,288.806,285.983,284.941,496.374,284.932,16199,0,20,-17,288.806,285.983,284.941,496.374,284.932,16199,0,0,0,0,0,0,0,0,0,1
stats,299,1,179400,0,20,-17,288.825,285.987,284.942,496.387,284.934,16199,0,20,-17,288.825,285.987,284.942,496.387,284.934,16199,0,20,-17,288.825,285.987,284.942,496.387,284.934,16199,0,20,-17,288.825,285.987,284.942,496.387,284.934,16199,0,20,-17,288.825,285.987,284.942,496.387,284.934,16199,0,20,-17,288.825,285.987,284.942,496.387,284.934,16199,0,0,0,0,0,0,0,0,0,1
stats,300,1,180000,0,20,-17,288.826,285.989,284.944,496.39,284.936,16199,0,20,-17,288.826,285.989,284.944,496.39,284.936,16199,0,20,-17,288.826,285.989,284.944,496.39,284.936,16199,0,20,-17,288.826,285.989,284.944,496.39,284.936,16199,0,20,-17,288.826,285.989,284.944,496.39,284.936,16199,0,20,-17,288.826,285.989,284.944,496.39,284.936,16199,0,0,0,0,0,0,0,0,0,1
stats,301,1,180600,0,20,-17,288.828,285.991,284.946,496.394,284.937,16199,0,20,-17,288.828,285.991,284.946,496.394,284.937,16199,0,20,-17,288.828,285.991,284.946,496.394,284.937,16199,0,20,-17,288.828,285.991,284.946,496.394,284.937,16199,0,20,-17,288.828,285.991,284.946,496.394,284.937,16199,0,20,-17,288.828,285.991,284.946,496.394,284.937,16199,0,0,0,0,0,0,0,0,0,1
stats,302,1,181200,0,20,-17,288.815,285.992,284.947,496.387,284.939,16199,0,20,-17,288.815,285.992,284.947,496.387,284.939,16199,0,20,-17,288.815,285.992,284.947,496.387,284.939,16199,0,20,-17,288.815,285.992,284.947,496.387,284.939,16199,0,20,-17,288.815,285.992,284.947,496.387,284.939,16199,0,20,-17,288.815,285.992,284.947,496.387,284.939,16199,0,0,0,0,0,0,0,0,0,1
stats,303,1,181800,0,20,-17,288.842,285.995,284.949,496.406,284.941,16199,0,20,-17,288.842,285.995,284.949,496.406,284.941,16199,0,20,-17,288.842,285.995,284.949,496.406,284.941,16199,0,20,-17,288.842,285.995,284.949,496.406,284.941,16199,0,20,-17,288.842,285.995,284.949,496.406,284.941,16199,0,20,-17,288.842,285.995,284.949,496.406,284.941,16199,0,0,0,0,0,0,0,0,0,1
stats,304,1,182400,0,20,-17,288.861,286,284.951,496.421,284.943,16199,0,20,-17,288.861,286,284.951,496.421,284.943,16199,0,20,-17,288.861,286,284.951,496.421,284.943,16199,0,20,-17,288.861,286,284.951,496.421,284.943,16199,0,20,-17,288.861,286,284.951,496.421,284.943,16199,0,20,-17,288.861,286,284.951,496.421,284.943,16199,0,0,0,0,0,0,0,0,0,1
stats,305,1,183000,0,20,-17,288.871,286.003,284.953,496.43,284.945,16199,0,20,-17,288.871,286.003,284.953,496.43,284.945,16199,0,20,-17,288.871,286.003,284.953,496.43,284.945,16199,0,20,-17,288.871,286.003,284.953,496.43,284.945,16199,0,20,-17,288.871,286.003,284.953,496.43,284.945,16199,0,20,-17,288.871,286.003,284.953,496.43,284.945,16199,0,0,0,0,0,0,0,0,0,1
stats,306,1,183600,0,20,-17,288.874,286.007,284.955,496.435,284.947,16199,0,20,-17,288.874,286.007,284.955,496.435,284.947,16199,0,20,-17,288.874,286.007,284.955,496.435,284.947,16199,0,20,-17,288.874,286.007,284.955,496.435,284.947,16199,0,20,-17,288.874,286.007,284.955,496.435,284.947,16199,0,20,-17,288.874,286.007,284.955,496.435,284.947,16199,0,0,0,0,0,0,0,0,0,1
stats,307,1,184200,0,20,-17,288.886,286.01,284.958,496.445,284.949,16199,0,20,-17,288.886,286.01,284.958,496.445,284.949,16199,0,20,-17,288.886,286.01,284.958,496.445,284.949,16199,0,20,-17,288.886,286.01,284.958,496.445,284.949,16199,0,20,-17,288.886,286.01,284.958,496.445,284.949,16199,0,20,-17,288.886,286.01,284.958,496.445,284.949,16199,0,0,0,0,0,0,0,0,0,1
stats,308,1,184800,0,20,-17,288.889,286.014,284.96,496.45,284.952,16199,0,20,-17,288.889,286.014,284.96,496.45,284.952,16199,0,20,-17,288.889,286.014,284.96,496.45,284.952,16199,0,20,-17,288.889,286.014,284.96,496.45,284.952,16199,0,20,-17,288.889,286.014,284.96,496.45,284.952,16199,0,20,-17,288.889,286.014,284.96,496.45,284.952,16199,0,0,0,0,0,0,0,0,0,1
stats,309,1,185400,0,20,-17,288.888,286.017,284.963,496.453,284.954,16199,0,20,-17,288.888,286.017,284.963,496.453,284.954,16199,0,20,-17,288.888,286.017,284.963,496.453,284.954,16199,0,20,-17,288.888,286.017,284.963,496.453,284.954,16199,0,20,-17,288.888,286.017,284.963,496.453,284.954,16199,0,20,-17,288.888,286.017,284.963,496.453,284.954,16199,0,0,0,0,0,0,0,0,0,1
stats,310,1,186000,0,20,-17,288.904,286.021,284.965,496.466,284.957,16199,0,20,-17,288.904,286.021,284.965,496.466,284.957,16199,0,20,-17,288.904,286.021,284.965,496.466,284.957,16199,0,20,-17,288.904,286.021,284.965,496.466,284.957,16199,0,20,-17,288.904,286.021,284.965,496.466,284.957,16199,0,20,-17,288.904,286.021,284.965,496.466,284.957,16199,0,0,0,0,0,0,0,0,0,1
stats,311,1,186600,0,20,-17,288.922,286.025,284.968,496.481,284.959,16199,0,20,-17,288.922,286.025,284.968,496.481,284.959,16199,0,20,-17,288.922,286.025,284.968,496.481,284.959,16199,0,20,-17,288.922,286.025,284.968,496.481,284.959,16199,0,20,-17,288.922,286.025,284.968,496.481,284.959,16199,0,20,-17,288.922,286.025,284.968,496.481,284.959,16199,0,0,0,0,0,0,0,0,0,1
stats,312,1,187200,0,20,-17,288.92,286.029,284.97,496.483,284.962,16199,0,20,-17,288.92,286.029,284.97,496.483,284.962,16199,0,20,-17,288.92,286.029,284.97,496.483,284.962,16199,0,20,-17,288.92,286.029,284.97,496.483,284.962,16199,0,20,-17,288.92,286.029,284.97,496.483,284.962,16199,0,20,-17,288.92,286.029,284.97,496.483,284.962,16199,0,0,0,0,0,0,0,0,0,1
stats,313,1,187800,0,20,-17,288.932,286.033,284.973,496.494,284.965,16199,0,20,-17,288.932,286.033,284.973,496.494,284.965,16199,0,20,-17,288.932,286.033,284.973,496.494,284.965,16199,0,20,-17,288.932,286.033,284.973,496.494,284.965,16199,0,20,-17,288.932,286.033,284.973,496.494,284.965,16199,0,20,-17,288.932,286.033,284.973,496.494,284.965,16199,0,0,0,0,0,0,0,0,0,1
stats,314,1,188400,0,20,-17,288.934,286.037,284.976,496.499,284.967,16199,0,20,-17,288.934,286.037,284.976,496.499,284.967,16199,0,20,-17,288.934,286.037,284.976,496.499,284.967,16199,0,20,-17,288.934,286.037,284.976,496.499,284.967,16199,0,20,-17,288.934,286.037,284.976,496.499,284.967,16199,0,20,-17,288.934,286.037,284.976,496.499,284.967,16199,0,0,0,0,0,0,0,0,0,1
stats,315,1,189000,0,20,-17,288.914,286.039,284.979,496.49,284.97,16199,0,20,-17,288.914,286.039,284.979,496.49,284.97,16199,0,20,-17,288.914,286.039,284.979,496.49,284.97,16199,0,20,-17,288.914,286.039,284.979,496.49,284.97,16199,0,20,-17,288.914,286.039,284.979,496.49,284.97,16199,0,20,-17,288.914,286.039,284.979,496.49,284.97,16199,0,0,0,0,0,0,0,0,0,1
stats,316,1,189600,0,20,-17,288.934,286.042,284.981,496.505,284.973,16199,0,20,-17,288.934,286.042,284.981,496.505,284.973,16199,0,20,-17,288.934,286.042,284.981,496.505,284.973,16199,0,20,-17,288.934,286.042,284.981,496.505,284.973,16199,0,20,-17,288.934,286.042,284.981,496.505,284.973,16199,0,20,-17,288.934,286.042,284.981,496.505,284.973,16199,0,0,0,0,0,0,0,0,0,1
stats,317,1,190200,0,20,-17,288.94,286.046,284.984,496.513,284.976,16199,0,20,-17,288.94,286.046,284.984,496.513,284.976,16199,0,20,-17,288.94,286.046,284.984,496.513,284.976,16199,0,20,-17,288.94,286.046,284.984,496.513,284.976,16199,0,20,-17,288.94,286.046,284.984,496.513,284.976,16199,0,20,-17,288.94,286.046,284.984,496.513,284.976,16199,0,0,0,0,0,0,0,0,0,1
stats,318,1,190800,0,20,-17,288.958,286.051,284.987,496.528,284.979,16199,0,20,-17,288.958,286.051,284.987,496.528,284.979,16199,0,20,-17,288.958,286.051,284.987,496.528,284.979,16199,0,20,-17,288.958,286.051,284.987,496.528,284.979,16199,0,20,-17,288.958,286.051,284.987,496.528,284.979,16199,0,20,-17,288.958,286.051,284.987,496.528,284.979,16199,0,0,0,0,0,0,0,0,0,1
stats,319,1,191400,0,20,-17,288.952,286.054,284.99,496.528,284.981,16199,0,20,-17,288.952,286.054,284.99,496.528,284.981,16199,0,20,-17,288.952,286.054,284.99,496.528,284.981,16199,0,20,-17,288.952,286.054,284.99,496.528,284.981,16199,0,20,-17,288.952,286.054,284.99,496.528,284.981,16199,0,20,-17,288.952,286.054,284.99,496.528,284.981,16199,0,0,0,0,0,0,0,0,0,1
stats,320,1,192000,0,20,-17,288.934,286.056,284.993,496.52,284.984,16199,0,20,-17,288.934,286.056,284.993,496.52,284.984,16199,0,20,-17,288.934,286.056,284.993,496.52,284.984,16199,0,20,-17,288.934,286.056,284.993,496.52,284.984,16199,0,20,-17,288.934,286.056,284.993,496.52,284.984,16199,0,20,-17,288.934,286.056,284.993,496.52,284.984,16199,0,0,0,0,0,0,0,0,0,1
stats,321,1,192600,0,20,-17,288.958,286.06,284.996,496.538,284.987,16199,0,20,-17,288.958,286.06,284.996,496.538,284.987,16199,0,20,-17,288.958,286.06,284.996,496.538,284.987,16199,0,20,-17,288.958,286.06,284.996,496.538,284.987,16199,0,20,-17,288.958,286.06,284.996,496.538,284.987,16199,0,20,-17,288.958,286.06,284.996,496.538,284.987,16199,0,0,0,0,0,0,0,0,0,1
stats,322,1,193200,0,20,-17,288.946,286.063,284.998,496.534,284.99,16199,0,20,-17,288.946,286.063,284.998,496.534,284.99,16199,0,20,-17,288.946,286.063,284.998,496.534,284.99,16199,0,20,-17,288.946,286.063,284.998,496.534,284.99,16199,0,20,-17,288.946,286.063,284.998,496.534,284.99,16199,0,20,-17,288.946,286.063,284.998,496.534,284.99,16199,0,0,0,0,0,0,0,0,0,1
stats,323,1,193800,0,20,-17,288.974,286.068,285.001,496.555,284.993,16199,0,20,-17,288.974,286.068,285.001,496.555,284.993,16199,0,20,-17,288.974,286.068,285.001,496.555,284.993,16199,0,20,-17,288.974,286.068,285.001,496.555,284.993,16199,0,20,-17,288.974,286.068,285.001,496.555,284.993,16199,0,20,-17,288.974,286.068,285.001,496.555,284.993,16199,0,0,0,0,0,0,0,0,0,1
stats,324,1,194400,0,20,-17,288.98,286.072,285.004,496.562,284.996,16199,0,20,-17,288.98,286.072,285.004,496.562,284.996,16199,0,20,-17,288.98,286.072,285.004,496.562,284.996,16199,0,20,-17,288.98,286.072,285.004,496.562,284.996,16199,0,20,-17,288.98,286.072,285.004,496.562,284.996,16199,0,20,-17,288.98,286.072,285.004,496.562,284.996,16199,0,0,0,0,0,0,0,0,0,1
stats,325,1,195000,0,20,-17,288.928,286.072,285.007,496.533,284.998,16199,0,20,-17,288.928,286.072,285.007,496.533,284.998,16199,0,20,-17,288.928,286.072,285.007,496.533,284.998,16199,0,20,-17,288.928,286.072,285.007,496.533,284.998,16199,0,20,-17,288.928,286.072,285.007,496.533,284.998,16199,0,20,-17,288.928,286.072,285.007,496.533,284.998,16199,0,0,0,0,0,0,0,0,0,1
stats,326,1,195600,0,20,-17,288.964,286.075,285.009,496.558,285.001,16199,0,20,-17,288.964,286.075,285.009,496.558,285.001,16199,0,20,-17,288.964,286.075,285.009,496.558,285.001,16199,0,20,-17,288.964,286.075,285.009,496.558,285.001,16199,0,20,-17,288.964,286.075,285.009,496.558,285.001,16199,0,20,-17,288.964,286.075,285.009,496.558,285.001,16199,0,0,0,0,0,0,0,0,0,1
stats,327,1,196200,0,20,-17,288.964,286.079,285.012,496.561,285.003,16199,0,20,-17,288.964,286.079,285.012,496.561,285.003,16199,0,20,-17,288.964,286.079,285.012,496.561,285.003,16199,0,20,-17,288.964,286.079,285.012,496.561,285.003,16199,0,20,-17,288.964,286.079,285.012,496.561,285.003,16199,0,20,-17,288.964,286.079,285.012,496.561,285.003,16199,0,0,0,0,0,0,0,0,0,1
stats,328,1,196800,0,20,-17,288.968,286.082,285.015,496.567,285.006,16199,0,20,-17,288.968,286.082,285.015,496.567,285.006,16199,0,20,-17,288.968,286.082,285.015,496.567,285.006,16199,0,20,-17,288.968,286.082,285.015,496.567,285.006,16199,0,20,-17,288.968,286.082,285.015,496.567,285.006,16199,0,20,-17,288.968,286.082,285.015,496.567,285.006,16199,0,0,0,0,0,0,0,0,0,1
stats,329,1,197400,0,20,-17,288.968,286.085,285.017,496.57,285.009,16199,0,20,-17,288.968,286.085,285.017,496.57,285.009,16199,0,20,-17,288.968,286.085,285.017,496.57,285.009,16199,0,20,-17,288.968,286.085,285.017,496.57,285.009,16199,0,20,-17,288.968,286.085,285.017,496.57,285.009,16199,0,20,-17,288.968,286.085,285.017,496.57,285.009,16199,0,0,0,0,0,0,0,0,0,1
stats,330,1,198000,0,20,-17,288.946,286.086,285.02,496.559,285.011,16199,0,20,-17,288.946,286.086,285.02,496.559,285.011,16199,0,20,-17,288.946,286.086,285.02,496.559,285.011,16199,0,20,-17,288.946,286.086,285.02,496.559,285.011,16199,0,20,-17,288.946,286.086,285.02,496.559,285.011,16199,0,20,-17,288.946,286.086,285.02,496.559,285.011,16199,0,0,0,0,0,0,0,0,0,1
stats,331,1,198600,0,20,-17,288.942,286.087,285.022,496.559,285.014,16199,0,20,-17,288.942,286.087,285.022,496.559,285.014,16199,0,20,-17,288.942,286.087,285.022,496.559,285.014,16199,0,20,-17,288.942,286.087,285.022,496.559,285.014,16199,0,20,-17,288.942,286.087,285.022,496.559,285.014,16199,0,20,-17,288.942,286.087,285.022,496.559,285.014,16199,0,0,0,0,0,0,0,0,0,1
stats,332,1,199200,0,20,-17,288.97,286.091,285.025,496.579,285.016,16199,0,20,-17,288.97,286.091,285.025,496.579,285.016,16199,0,20,-17,288.97,286.091,285.025,496.579,285.016,16199,0,20,-17,288.97,286.091,285.025,496.579,285.016,16199,0,20,-17,288.97,286.091,285.025,496.579,285.016,16199,0,20,-17,288.97,286.091,285.025,496.579,285.016,16199,0,0,0,0,0,0,0,0,0,1
stats,333,1,199800,0,20,-17,288.944,286.092,285.027,496.566,285.018,16199,0,20,-17,288.944,286.092,285.027,496.566,285.018,16199,0,20,-17,288.944,286.092,285.027,496.566,285.018,16199,0,20,-17,288.944,286.092,285.027,496.566,285.018,16199,0,20,-17,288.944,286.092,285.027,496.566,285.018,16199,0,20,-17,288.944,286.092,285.027,496.566,285.018,16199,0,0,0,0,0,0,0,0,0,1
