Point ID,MaterialIDs,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,temperature_BHE1_0,temperature_BHE1_1,temperature_BHE1_2,temperature_BHE1_Magnitude,temperature_soil,vtkValidPointMask
625,0,0,20,-122,123.628,105,288.091,286.92,286.232,497.241,286.227,1
626,0,0,20,-122.168,123.794,105.168,288.09,286.922,286.234,497.242,286.228,1
627,0,0,20,-122.336,123.96,105.336,288.089,286.923,286.235,497.243,286.23,1
628,0,0,20,-122.504,124.126,105.504,288.088,286.925,286.237,497.244,286.231,1
629,0,0,20,-122.672,124.292,105.672,288.087,286.926,286.238,497.246,286.233,1
630,0,0,20,-122.84,124.457,105.84,288.086,286.928,286.24,497.247,286.234,1
631,0,0,20,-123.008,124.623,106.008,288.085,286.929,286.241,497.248,286.236,1
632,0,0,20,-123.176,124.789,106.176,288.084,286.932,286.244,497.251,286.238,1
633,0,0,20,-123.344,124.955,106.344,288.083,286.935,286.246,497.253,286.241,1
634,0,0,20,-123.512,125.121,106.512,288.082,286.937,286.249,497.255,286.243,1
635,0,0,20,-123.68,125.287,106.68,288.082,286.94,286.251,497.258,286.246,1
636,0,0,20,-123.848,125.452,106.848,288.081,286.943,286.254,497.26,286.248,1
637,0,0,20,-124.016,125.618,107.016,288.08,286.945,286.256,497.263,286.251,1
638,0,0,20,-124.184,125.784,107.184,288.079,286.947,286.258,497.264,286.252,1
639,0,0,20,-124.352,125.95,107.352,288.078,286.949,286.259,497.265,286.254,1
640,0,0,20,-124.52,126.116,107.52,288.077,286.95,286.261,497.267,286.255,1
641,0,0,20,-124.688,126.282,107.688,288.076,286.952,286.263,497.268,286.257,1
642,0,0,20,-124.856,126.448,107.856,288.075,286.953,286.264,497.269,286.258,1
643,0,0,20,-125.024,126.614,108.024,288.074,286.955,286.266,497.27,286.26,1
644,0,0,20,-125.192,126.779,108.192,288.073,286.958,286.268,497.273,286.263,1
645,0,0,20,-125.36,126.945,108.36,288.072,286.96,286.271,497.276,286.265,1
646,0,0,20,-125.528,127.111,108.528,288.071,286.963,286.273,497.278,286.268,1
647,0,0,20,-125.696,127.277,108.696,288.071,286.966,286.276,497.281,286.27,1
648,0,0,20,-125.864,127.443,108.864,288.07,286.969,286.278,497.283,286.273,1
649,0,0,20,-126.032,127.609,109.032,288.069,286.971,286.281,497.285,286.275,1
650,0,0,20,-126.2,127.775,109.2,288.068,286.973,286.282,497.287,286.277,1
651,0,0,20,-126.368,127.941,109.368,288.067,286.974,286.284,497.288,286.278,1
652,0,0,20,-126.536,128.107,109.536,288.066,286.976,286.286,497.289,286.28,1
653,0,0,20,-126.704,128.273,109.704,288.065,286.978,286.287,497.291,286.282,1
654,0,0,20,-126.872,128.439,109.872,288.064,286.979,286.289,497.292,286.283,1
655,0,0,20,-127.04,128.605,110.04,288.063,286.981,286.291,497.294,286.285,1
656,0,0,20,-127.208,128.771,110.208,288.062,286.984,286.293,497.296,286.288,1
657,0,0,20,-127.376,128.937,110.376,288.062,286.987,286.296,497.299,286.29,1
658,0,0,20,-127.544,129.103,110.544,288.061,286.989,286.298,497.301,286.293,1
659,0,0,20,-127.712,129.269,110.712,288.06,286.992,286.301,497.304,286.295,1
660,0,0,20,-127.88,129.435,110.88,288.059,286.995,286.303,497.306,286.298,1
661,0,0,20,-128.048,129.601,111.048,288.058,286.997,286.306,497.309,286.3,1
662,0,0,20,-128.216,129.766,111.216,288.057,286.999,286.307,497.31,286.302,1
663,0,0,20,-128.384,129.932,111.384,288.056,287.001,286.309,497.311,286.303,1
664,0,0,20,-128.552,130.098,111.552,288.056,287.002,286.311,497.313,286.305,1
665,0,0,20,-128.72,130.264,111.72,288.055,287.004,286.312,497.314,286.307,1
666,0,0,20,-128.888,130.431,111.888,288.054,287.006,286.314,497.316,286.308,1
667,0,0,20,-129.056,130.597,112.056,288.053,287.008,286.316,497.317,286.31,1
668,0,0,20,-129.224,130.763,112.224,288.052,287.01,286.318,497.32,286.313,1
669,0,0,20,-129.392,130.929,112.392,288.051,287.013,286.321,497.323,286.315,1
670,0,0,20,-129.56,131.095,112.56,288.05,287.016,286.324,497.325,286.318,1
671,0,0,20,-129.728,131.261,112.728,288.05,287.019,286.326,497.328,286.321,1
672,0,0,20,-129.896,131.427,112.896,288.049,287.022,286.329,497.331,286.323,1
673,0,0,20,-130.064,131.593,113.064,288.048,287.024,286.331,497.333,286.325,1
674,0,0,20,-130.232,131.759,113.232,288.047,287.026,286.333,497.334,286.327,1
675,0,0,20,-130.4,131.925,113.4,288.046,287.027,286.334,497.336,286.329,1
676,0,0,20,-130.568,132.091,113.568,288.045,287.029,286.336,497.337,286.33,1
677,0,0,20,-130.736,132.257,113.736,288.045,287.031,286.338,497.339,286.332,1
678,0,0,20,-130.904,132.423,113.904,288.044,287.032,286.339,497.34,286.334,1
679,0,0,20,-131.072,132.589,114.072,288.043,287.035,286.342,497.342,286.336,1
680,0,0,20,-131.24,132.755,114.24,288.042,287.037,286.344,497.345,286.339,1
681,0,0,20,-131.408,132.921,114.408,288.041,287.04,286.347,497.347,286.341,1
682,0,0,20,-131.576,133.087,114.576,288.04,287.043,286.349,497.35,286.344,1
683,0,0,20,-131.744,133.253,114.744,288.04,287.046,286.352,497.353,286.346,1
684,0,0,20,-131.912,133.42,114.912,288.039,287.049,286.355,497.355,286.349,1
685,0,0,20,-132.08,133.586,115.08,288.038,287.051,286.357,497.358,286.351,1
686,0,0,20,-132.248,133.752,115.248,288.037,287.053,286.359,497.359,286.353,1
687,0,0,20,-132.416,133.918,115.416,288.036,287.054,286.36,497.361,286.355,1
688,0,0,20,-132.584,134.084,115.584,288.036,287.056,286.362,497.362,286.356,1
689,0,0,20,-132.752,134.25,115.752,288.035,287.058,286.364,497.364,286.358,1
690,0,0,20,-132.92,134.416,115.92,288.034,287.06,286.366,497.365,286.36,1
691,0,0,20,-133.088,134.582,116.088,288.033,287.062,286.368,497.367,286.362,1
692,0,0,20,-133.256,134.749,116.256,288.032,287.065,286.37,497.37,286.365,1
693,0,0,20,-133.424,134.915,116.424,288.032,287.068,286.373,497.373,286.367,1
694,0,0,20,-133.592,135.081,116.592,288.031,287.071,286.376,497.375,286.37,1
695,0,0,20,-133.76,135.247,116.76,288.03,287.073,286.378,497.378,286.373,1
696,0,0,20,-133.928,135.413,116.928,288.029,287.076,286.381,497.381,286.375,1
697,0,0,20,-134.096,135.579,117.096,288.029,287.079,286.383,497.383,286.378,1
698,0,0,20,-134.264,135.745,117.264,288.028,287.08,286.385,497.385,286.379,1
699,0,0,20,-134.432,135.912,117.432,288.027,287.082,286.387,497.386,286.381,1
700,0,0,20,-134.6,136.078,117.6,288.026,287.084,286.389,497.388,286.383,1
701,0,0,20,-134.768,136.244,117.768,288.025,287.086,286.39,497.389,286.385,1
702,0,0,20,-134.936,136.41,117.936,288.025,287.087,286.392,497.391,286.386,1
703,0,0,20,-135.104,136.576,118.104,288.024,287.09,286.394,497.393,286.389,1
704,0,0,20,-135.272,136.743,118.272,288.023,287.093,286.397,497.396,286.391,1
705,0,0,20,-135.44,136.909,118.44,288.022,287.096,286.4,497.399,286.394,1
706,0,0,20,-135.608,137.075,118.608,288.022,287.098,286.403,497.402,286.397,1
707,0,0,20,-135.776,137.241,118.776,288.021,287.101,286.405,497.404,286.4,1
708,0,0,20,-135.944,137.407,118.944,288.02,287.104,286.408,497.407,286.402,1
709,0,0,20,-136.112,137.574,119.112,288.019,287.106,286.41,497.409,286.404,1
710,0,0,20,-136.28,137.74,119.28,288.019,287.108,286.412,497.411,286.406,1
711,0,0,20,-136.448,137.906,119.448,288.018,287.11,286.414,497.413,286.408,1
712,0,0,20,-136.616,138.072,119.616,288.017,287.112,286.415,497.414,286.41,1
713,0,0,20,-136.784,138.238,119.784,288.016,287.114,286.417,497.416,286.412,1
714,0,0,20,-136.952,138.405,119.952,288.016,287.115,286.419,497.418,286.413,1
715,0,0,20,-137.12,138.571,120.12,288.015,287.118,286.422,497.42,286.416,1
716,0,0,20,-137.288,138.737,120.288,288.014,287.121,286.424,497.423,286.419,1
717,0,0,20,-137.456,138.903,120.456,288.013,287.124,286.427,497.426,286.421,1
718,0,0,20,-137.624,139.07,120.624,288.013,287.127,286.43,497.429,286.424,1
719,0,0,20,-137.792,139.236,120.792,288.012,287.13,286.433,497.431,286.427,1
720,0,0,20,-137.96,139.402,120.96,288.011,287.133,286.435,497.434,286.43,1
721,0,0,20,-138.128,139.568,121.128,288.011,287.135,286.437,497.436,286.432,1
722,0,0,20,-138.296,139.735,121.296,288.01,287.137,286.439,497.438,286.433,1
723,0,0,20,-138.464,139.901,121.464,288.009,287.138,286.441,497.44,286.435,1
724,0,0,20,-138.632,140.067,121.632,288.008,287.14,286.443,497.441,286.437,1
725,0,0,20,-138.8,140.234,121.8,288.008,287.142,286.445,497.443,286.439,1
726,0,0,20,-138.968,140.4,121.968,288.007,287.144,286.447,497.445,286.441,1
727,0,0,20,-139.136,140.566,122.136,288.006,287.147,286.449,497.447,286.444,1
728,0,0,20,-139.304,140.732,122.304,288.006,287.15,286.452,497.45,286.446,1
729,0,0,20,-139.472,140.899,122.472,288.005,287.153,286.455,497.453,286.449,1
730,0,0,20,-139.64,141.065,122.64,288.004,287.155,286.457,497.456,286.452,1
731,0,0,20,-139.808,141.231,122.808,288.004,287.158,286.46,497.459,286.455,1
732,0,0,20,-139.976,141.398,122.976,288.003,287.161,286.463,497.462,286.457,1
733,0,0,20,-140.144,141.564,123.144,288.002,287.163,286.465,497.464,286.459,1
734,0,0,20,-140.312,141.73,123.312,288.002,287.165,286.467,497.466,286.461,1
735,0,0,20,-140.48,141.897,123.48,288.001,287.167,286.469,497.467,286.463,1
736,0,0,20,-140.648,142.063,123.648,288,287.169,286.471,497.469,286.465,1
737,0,0,20,-140.816,142.229,123.816,287.999,287.171,286.473,497.471,286.467,1
738,0,0,20,-140.984,142.396,123.984,287.999,287.173,286.475,497.473,286.469,1
739,0,0,20,-141.152,142.562,124.152,287.998,287.176,286.477,497.476,286.472,1
740,0,0,20,-141.32,142.728,124.32,287.997,287.179,286.48,497.479,286.474,1
741,0,0,20,-141.488,142.895,124.488,287.997,287.182,286.483,497.482,286.477,1
742,0,0,20,-141.656,143.061,124.656,287.996,287.185,286.486,497.484,286.48,1
743,0,0,20,-141.824,143.227,124.824,287.995,287.188,286.488,497.487,286.483,1
744,0,0,20,-141.992,143.394,124.992,287.995,287.191,286.491,497.49,286.486,1
745,0,0,20,-142.16,143.56,125.16,287.994,287.193,286.493,497.492,286.488,1
746,0,0,20,-142.328,143.726,125.328,287.993,287.194,286.495,497.494,286.489,1
747,0,0,20,-142.496,143.893,125.496,287.993,287.196,286.497,497.496,286.491,1
748,0,0,20,-142.664,144.059,125.664,287.992,287.198,286.499,497.498,286.493,1
749,0,0,20,-142.832,144.225,125.832,287.991,287.2,286.501,497.5,286.495,1
750,0,0,20,-143,144.392,126,287.991,287.202,286.503,497.502,286.497,1
751,0,0,20,-143.168,144.558,126.168,287.99,287.205,286.506,497.505,286.5,1
752,0,0,20,-143.336,144.725,126.336,287.99,287.208,286.509,497.508,286.503,1
753,0,0,20,-143.504,144.891,126.504,287.989,287.211,286.511,497.51,286.506,1
754,0,0,20,-143.672,145.057,126.672,287.988,287.214,286.514,497.513,286.509,1
755,0,0,20,-143.84,145.224,126.84,287.988,287.217,286.517,497.516,286.511,1
756,0,0,20,-144.008,145.39,127.008,287.987,287.22,286.52,497.519,286.514,1
757,0,0,20,-144.176,145.557,127.176,287.986,287.222,286.522,497.521,286.516,1
758,0,0,20,-144.344,145.723,127.344,287.986,287.224,286.524,497.523,286.518,1
759,0,0,20,-144.512,145.889,127.512,287.985,287.226,286.526,497.525,286.52,1
760,0,0,20,-144.68,146.056,127.68,287.985,287.228,286.528,497.527,286.522,1
761,0,0,20,-144.848,146.222,127.848,287.984,287.23,286.53,497.529,286.524,1
762,0,0,20,-145.016,146.389,128.016,287.983,287.232,286.532,497.531,286.526,1
763,0,0,20,-145.184,146.555,128.184,287.983,287.235,286.535,497.534,286.529,1
764,0,0,20,-145.352,146.722,128.352,287.982,287.238,286.538,497.537,286.532,1
765,0,0,20,-145.52,146.888,128.52,287.981,287.241,286.541,497.54,286.535,1
766,0,0,20,-145.688,147.054,128.688,287.981,287.244,286.543,497.543,286.538,1
767,0,0,20,-145.856,147.221,128.856,287.98,287.247,286.546,497.546,286.541,1
768,0,0,20,-146.024,147.387,129.024,287.98,287.25,286.549,497.549,286.543,1
769,0,0,20,-146.192,147.554,129.192,287.979,287.252,286.551,497.551,286.545,1
770,0,0,20,-146.36,147.72,129.36,287.978,287.254,286.553,497.553,286.547,1
771,0,0,20,-146.528,147.887,129.528,287.978,287.256,286.555,497.555,286.549,1
772,0,0,20,-146.696,148.053,129.696,287.977,287.258,286.557,497.557,286.551,1
773,0,0,20,-146.864,148.22,129.864,287.977,287.26,286.559,497.559,286.553,1
774,0,0,20,-147.032,148.386,130.032,287.976,287.262,286.561,497.561,286.556,1
775,0,0,20,-147.2,148.552,130.2,287.975,287.265,286.564,497.564,286.559,1
776,0,0,20,-147.368,148.719,130.368,287.975,287.268,286.567,497.568,286.561,1
777,0,0,20,-147.536,148.885,130.536,287.974,287.271,286.57,497.571,286.564,1
778,0,0,20,-147.704,149.052,130.704,287.974,287.274,286.573,497.574,286.567,1
779,0,0,20,-147.872,149.218,130.872,287.973,287.278,286.576,497.577,286.57,1
780,0,0,20,-148.04,149.385,131.04,287.973,287.28,286.578,497.58,286.573,1
781,0,0,20,-148.208,149.551,131.208,287.972,287.282,286.581,497.582,286.575,1
782,0,0,20,-148.376,149.718,131.376,287.972,287.284,286.583,497.584,286.577,1
783,0,0,20,-148.544,149.884,131.544,287.971,287.287,286.585,497.586,286.579,1
784,0,0,20,-148.712,150.051,131.712,287.97,287.289,286.587,497.588,286.581,1
785,0,0,20,-148.88,150.217,131.88,287.97,287.291,286.589,497.59,286.583,1
786,0,0,20,-149.048,150.384,132.048,287.969,287.293,286.591,497.592,286.586,1
787,0,0,20,-149.216,150.55,132.216,287.969,287.296,286.594,497.595,286.588,1
788,0,0,20,-149.384,150.717,132.384,287.968,287.299,286.597,497.599,286.591,1
789,0,0,20,-149.552,150.883,132.552,287.968,287.302,286.6,497.602,286.594,1
790,0,0,20,-149.72,151.05,132.72,287.967,287.305,286.603,497.605,286.597,1
791,0,0,20,-149.888,151.216,132.888,287.967,287.308,286.606,497.608,286.6,1
792,0,0,20,-150.056,151.383,133.056,287.966,287.311,286.608,497.611,286.603,1
793,0,0,20,-150.224,151.549,133.224,287.966,287.313,286.611,497.613,286.605,1
794,0,0,20,-150.392,151.716,133.392,287.965,287.315,286.613,497.615,286.607,1
795,0,0,20,-150.56,151.883,133.56,287.964,287.317,286.615,497.617,286.609,1
796,0,0,20,-150.728,152.049,133.728,287.964,287.319,286.617,497.619,286.611,1
797,0,0,20,-150.896,152.216,133.896,287.963,287.322,286.619,497.621,286.613,1
798,0,0,20,-151.064,152.382,134.064,287.963,287.324,286.622,497.624,286.616,1
799,0,0,20,-151.232,152.549,134.232,287.962,287.327,286.625,497.627,286.619,1
800,0,0,20,-151.4,152.715,134.4,287.962,287.33,286.627,497.63,286.622,1
801,0,0,20,-151.568,152.882,134.568,287.961,287.333,286.63,497.634,286.625,1
802,0,0,20,-151.736,153.048,134.736,287.961,287.336,286.633,497.637,286.628,1
803,0,0,20,-151.904,153.215,134.904,287.96,287.34,286.636,497.64,286.631,1
804,0,0,20,-152.072,153.382,135.072,287.96,287.342,286.639,497.643,286.633,1
805,0,0,20,-152.24,153.548,135.24,287.959,287.344,286.641,497.645,286.635,1
806,0,0,20,-152.408,153.715,135.408,287.959,287.347,286.643,497.647,286.638,1
807,0,0,20,-152.576,153.881,135.576,287.958,287.349,286.645,497.649,286.64,1
808,0,0,20,-152.744,154.048,135.744,287.958,287.351,286.648,497.651,286.642,1
809,0,0,20,-152.912,154.214,135.912,287.957,287.353,286.65,497.654,286.644,1
810,0,0,20,-153.08,154.381,136.08,287.957,287.356,286.652,497.656,286.647,1
811,0,0,20,-153.248,154.548,136.248,287.956,287.359,286.655,497.66,286.65,1
812,0,0,20,-153.416,154.714,136.416,287.956,287.362,286.658,497.663,286.653,1
813,0,0,20,-153.584,154.881,136.584,287.955,287.365,286.661,497.666,286.656,1
814,0,0,20,-153.752,155.047,136.752,287.955,287.368,286.664,497.669,286.659,1
815,0,0,20,-153.92,155.214,136.92,287.954,287.371,286.667,497.673,286.662,1
816,0,0,20,-154.088,155.381,137.088,287.954,287.374,286.67,497.675,286.664,1
817,0,0,20,-154.256,155.547,137.256,287.953,287.376,286.672,497.678,286.666,1
818,0,0,20,-154.424,155.714,137.424,287.953,287.378,286.674,497.68,286.669,1
819,0,0,20,-154.592,155.88,137.592,287.952,287.38,286.676,497.682,286.671,1
820,0,0,20,-154.76,156.047,137.76,287.952,287.383,286.679,497.684,286.673,1
821,0,0,20,-154.928,156.214,137.928,287.951,287.385,286.681,497.687,286.675,1
822,0,0,20,-155.096,156.38,138.096,287.951,287.387,286.684,497.689,286.678,1
823,0,0,20,-155.264,156.547,138.264,287.951,287.391,286.687,497.693,286.681,1
824,0,0,20,-155.432,156.713,138.432,287.95,287.394,286.69,497.696,286.684,1
825,0,0,20,-155.6,156.88,138.6,287.95,287.397,286.693,497.699,286.687,1
826,0,0,20,-155.768,157.047,138.768,287.949,287.4,286.696,497.703,286.69,1
827,0,0,20,-155.936,157.213,138.936,287.949,287.403,286.699,497.706,286.693,1
828,0,0,20,-156.104,157.38,139.104,287.948,287.406,286.701,497.709,286.695,1
829,0,0,20,-156.272,157.547,139.272,287.948,287.408,286.703,497.711,286.698,1
830,0,0,20,-156.44,157.713,139.44,287.947,287.41,286.706,497.713,286.7,1
831,0,0,20,-156.608,157.88,139.608,287.947,287.412,286.708,497.716,286.702,1
832,0,0,20,-156.776,158.047,139.776,287.946,287.415,286.71,497.718,286.704,1
833,0,0,20,-156.944,158.213,139.944,287.946,287.417,286.712,497.72,286.707,1
834,0,0,20,-157.112,158.38,140.112,287.946,287.42,286.715,497.723,286.71,1
835,0,0,20,-157.28,158.547,140.28,287.945,287.423,286.718,497.727,286.713,1
836,0,0,20,-157.448,158.713,140.448,287.945,287.426,286.721,497.73,286.716,1
837,0,0,20,-157.616,158.88,140.616,287.944,287.429,286.724,497.733,286.719,1
838,0,0,20,-157.784,159.047,140.784,287.944,287.432,286.727,497.737,286.722,1
839,0,0,20,-157.952,159.213,140.952,287.944,287.436,286.73,497.74,286.725,1
840,0,0,20,-158.12,159.38,141.12,287.943,287.438,286.733,497.743,286.727,1
841,0,0,20,-158.288,159.547,141.288,287.943,287.44,286.735,497.745,286.73,1
842,0,0,20,-158.456,159.713,141.456,287.942,287.443,286.738,497.747,286.732,1
843,0,0,20,-158.624,159.88,141.624,287.942,287.445,286.74,497.75,286.734,1
844,0,0,20,-158.792,160.047,141.792,287.941,287.447,286.742,497.752,286.736,1
845,0,0,20,-158.96,160.213,141.96,287.941,287.45,286.744,497.755,286.739,1
846,0,0,20,-159.128,160.38,142.128,287.941,287.453,286.747,497.758,286.742,1
847,0,0,20,-159.296,160.547,142.296,287.94,287.456,286.75,497.761,286.745,1
848,0,0,20,-159.464,160.713,142.464,287.94,287.459,286.754,497.765,286.748,1
849,0,0,20,-159.632,160.88,142.632,287.939,287.462,286.757,497.768,286.751,1
850,0,0,20,-159.8,161.047,142.8,287.939,287.465,286.76,497.771,286.754,1
851,0,0,20,-159.968,161.213,142.968,287.939,287.469,286.763,497.775,286.757,1
852,0,0,20,-160.136,161.38,143.136,287.938,287.471,286.765,497.777,286.759,1
853,0,0,20,-160.304,161.547,143.304,287.938,287.473,286.768,497.78,286.762,1
854,0,0,20,-160.472,161.714,143.472,287.938,287.476,286.77,497.782,286.764,1
855,0,0,20,-160.64,161.88,143.64,287.937,287.478,286.772,497.785,286.766,1
856,0,0,20,-160.808,162.047,143.808,287.937,287.48,286.775,497.787,286.769,1
857,0,0,20,-160.976,162.214,143.976,287.936,287.483,286.777,497.79,286.771,1
858,0,0,20,-161.144,162.38,144.144,287.936,287.486,286.78,497.793,286.774,1
859,0,0,20,-161.312,162.547,144.312,287.936,287.489,286.783,497.796,286.777,1
860,0,0,20,-161.48,162.714,144.48,287.935,287.492,286.786,497.8,286.78,1
861,0,0,20,-161.648,162.881,144.648,287.935,287.495,286.789,497.803,286.783,1
862,0,0,20,-161.816,163.047,144.816,287.935,287.499,286.792,497.807,286.787,1
863,0,0,20,-161.984,163.214,144.984,287.934,287.502,286.795,497.81,286.79,1
864,0,0,20,-162.152,163.381,145.152,287.934,287.504,286.798,497.813,286.792,1
865,0,0,20,-162.32,163.548,145.32,287.933,287.507,286.8,497.815,286.795,1
866,0,0,20,-162.488,163.714,145.488,287.933,287.509,286.803,497.818,286.797,1
867,0,0,20,-162.656,163.881,145.656,287.933,287.511,286.805,497.82,286.799,1
868,0,0,20,-162.824,164.048,145.824,287.932,287.514,286.807,497.823,286.802,1
869,0,0,20,-162.992,164.214,145.992,287.932,287.516,286.81,497.825,286.804,1
870,0,0,20,-163.16,164.381,146.16,287.932,287.519,286.813,497.829,286.807,1
871,0,0,20,-163.328,164.548,146.328,287.931,287.522,286.816,497.832,286.81,1
872,0,0,20,-163.496,164.715,146.496,287.931,287.526,286.819,497.836,286.813,1
873,0,0,20,-163.664,164.881,146.664,287.931,287.529,286.822,497.839,286.817,1
874,0,0,20,-163.832,165.048,146.832,287.93,287.532,286.825,497.843,286.82,1
875,0,0,20,-164,165.215,147,287.93,287.536,286.829,497.846,286.823,1
876,0,0,20,-164.168,165.382,147.168,287.93,287.538,286.831,497.849,286.825,1
877,0,0,20,-164.336,165.549,147.336,287.929,287.54,286.833,497.852,286.828,1
878,0,0,20,-164.504,165.715,147.504,287.929,287.543,286.836,497.854,286.83,1
879,0,0,20,-164.672,165.882,147.672,287.929,287.545,286.838,497.857,286.833,1
880,0,0,20,-164.84,166.049,147.84,287.928,287.547,286.841,497.859,286.835,1
881,0,0,20,-165.008,166.216,148.008,287.928,287.55,286.843,497.862,286.837,1
882,0,0,20,-165.176,166.382,148.176,287.928,287.553,286.846,497.866,286.841,1
883,0,0,20,-165.344,166.549,148.344,287.928,287.556,286.85,497.869,286.844,1
884,0,0,20,-165.512,166.716,148.512,287.927,287.56,286.853,497.873,286.847,1
885,0,0,20,-165.68,166.883,148.68,287.927,287.563,286.856,497.876,286.85,1
886,0,0,20,-165.848,167.05,148.848,287.927,287.566,286.859,497.88,286.853,1
887,0,0,20,-166.016,167.216,149.016,287.926,287.57,286.862,497.883,286.856,1
888,0,0,20,-166.184,167.383,149.184,287.926,287.572,286.865,497.886,286.859,1
889,0,0,20,-166.352,167.55,149.352,287.926,287.574,286.867,497.889,286.861,1
890,0,0,20,-166.52,167.717,149.52,287.925,287.577,286.87,497.891,286.864,1
891,0,0,20,-166.688,167.884,149.688,287.925,287.579,286.872,497.894,286.866,1
892,0,0,20,-166.856,168.05,149.856,287.925,287.582,286.874,497.896,286.869,1
893,0,0,20,-167.024,168.217,150.024,287.925,287.584,286.877,497.899,286.871,1
894,0,0,20,-167.192,168.384,150.192,287.924,287.588,286.88,497.903,286.874,1
895,0,0,20,-167.36,168.551,150.36,287.924,287.591,286.883,497.906,286.878,1
896,0,0,20,-167.528,168.718,150.528,287.924,287.594,286.887,497.91,286.881,1
897,0,0,20,-167.696,168.884,150.696,287.923,287.598,286.89,497.914,286.884,1
898,0,0,20,-167.864,169.051,150.864,287.923,287.601,286.893,497.917,286.887,1
899,0,0,20,-168.032,169.218,151.032,287.923,287.604,286.896,497.921,286.89,1
900,0,0,20,-168.2,169.385,151.2,287.923,287.606,286.899,497.923,286.893,1
901,0,0,20,-168.368,169.552,151.368,287.922,287.609,286.901,497.926,286.895,1
902,0,0,20,-168.536,169.719,151.536,287.922,287.611,286.904,497.929,286.898,1
903,0,0,20,-168.704,169.885,151.704,287.922,287.614,286.906,497.932,286.9,1
904,0,0,20,-168.872,170.052,151.872,287.922,287.616,286.909,497.934,286.903,1
905,0,0,20,-169.04,170.219,152.04,287.921,287.619,286.911,497.937,286.906,1
906,0,0,20,-169.208,170.386,152.208,287.921,287.622,286.915,497.941,286.909,1
907,0,0,20,-169.376,170.553,152.376,287.921,287.626,286.918,497.945,286.912,1
908,0,0,20,-169.544,170.72,152.544,287.921,287.629,286.921,497.948,286.915,1
909,0,0,20,-169.712,170.886,152.712,287.92,287.632,286.924,497.952,286.918,1
910,0,0,20,-169.88,171.053,152.88,287.92,287.636,286.927,497.956,286.922,1
911,0,0,20,-170.048,171.22,153.048,287.92,287.639,286.93,497.959,286.925,1
912,0,0,20,-170.216,171.387,153.216,287.92,287.641,286.933,497.962,286.927,1
913,0,0,20,-170.384,171.554,153.384,287.919,287.644,286.936,497.964,286.93,1
914,0,0,20,-170.552,171.721,153.552,287.919,287.646,286.938,497.967,286.932,1
915,0,0,20,-170.72,171.888,153.72,287.919,287.649,286.941,497.97,286.935,1
916,0,0,20,-170.888,172.054,153.888,287.919,287.651,286.943,497.973,286.937,1
917,0,0,20,-171.056,172.221,154.056,287.919,287.654,286.946,497.976,286.94,1
918,0,0,20,-171.224,172.388,154.224,287.918,287.658,286.949,497.98,286.944,1
919,0,0,20,-171.392,172.555,154.392,287.918,287.661,286.953,497.983,286.947,1
920,0,0,20,-171.56,172.722,154.56,287.918,287.664,286.956,497.987,286.95,1
921,0,0,20,-171.728,172.889,154.728,287.918,287.668,286.959,497.991,286.953,1
922,0,0,20,-171.896,173.056,154.896,287.917,287.671,286.962,497.994,286.957,1
923,0,0,20,-172.064,173.222,155.064,287.917,287.674,286.965,497.998,286.96,1
924,0,0,20,-172.232,173.389,155.232,287.917,287.677,286.968,498.001,286.962,1
925,0,0,20,-172.4,173.556,155.4,287.917,287.679,286.971,498.004,286.965,1
926,0,0,20,-172.568,173.723,155.568,287.917,287.682,286.973,498.006,286.967,1
927,0,0,20,-172.736,173.89,155.736,287.916,287.684,286.976,498.009,286.97,1
928,0,0,20,-172.904,174.057,155.904,287.916,287.687,286.978,498.012,286.973,1
929,0,0,20,-173.072,174.224,156.072,287.916,287.69,286.981,498.015,286.975,1
930,0,0,20,-173.24,174.391,156.24,287.916,287.693,286.984,498.019,286.979,1
931,0,0,20,-173.408,174.558,156.408,287.916,287.697,286.988,498.023,286.982,1
932,0,0,20,-173.576,174.724,156.576,287.916,287.7,286.991,498.027,286.985,1
933,0,0,20,-173.744,174.891,156.744,287.915,287.703,286.994,498.03,286.989,1
934,0,0,20,-173.912,175.058,156.912,287.915,287.707,286.998,498.034,286.992,1
935,0,0,20,-174.08,175.225,157.08,287.915,287.71,287.001,498.037,286.995,1
936,0,0,20,-174.248,175.392,157.248,287.915,287.712,287.003,498.04,286.997,1
937,0,0,20,-174.416,175.559,157.416,287.915,287.715,287.006,498.043,287,1
938,0,0,20,-174.584,175.726,157.584,287.914,287.718,287.008,498.046,287.003,1
939,0,0,20,-174.752,175.893,157.752,287.914,287.72,287.011,498.049,287.005,1
940,0,0,20,-174.92,176.06,157.92,287.914,287.723,287.014,498.052,287.008,1
941,0,0,20,-175.088,176.227,158.088,287.914,287.726,287.017,498.055,287.011,1
942,0,0,20,-175.256,176.393,158.256,287.914,287.729,287.02,498.059,287.014,1
943,0,0,20,-175.424,176.56,158.424,287.914,287.733,287.023,498.063,287.018,1
944,0,0,20,-175.592,176.727,158.592,287.914,287.736,287.027,498.067,287.021,1
945,0,0,20,-175.76,176.894,158.76,287.913,287.74,287.03,498.071,287.024,1
946,0,0,20,-175.928,177.061,158.928,287.913,287.743,287.033,498.074,287.028,1
947,0,0,20,-176.096,177.228,159.096,287.913,287.746,287.036,498.078,287.031,1
