Point ID,MaterialIDs,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,temperature_BHE1_0,temperature_BHE1_1,temperature_BHE1_2,temperature_BHE1_Magnitude,temperature_soil,vtkValidPointMask
306,0,0,20,-68.408,71.2717,51.408,288.519,286.405,285.772,496.928,285.767,1
307,0,0,20,-68.576,71.433,51.576,288.517,286.406,285.772,496.927,285.767,1
308,0,0,20,-68.744,71.5943,51.744,288.516,286.406,285.772,496.926,285.767,1
309,0,0,20,-68.912,71.7556,51.912,288.514,286.406,285.772,496.925,285.767,1
310,0,0,20,-69.08,71.9169,52.08,288.512,286.407,285.773,496.925,285.768,1
311,0,0,20,-69.248,72.0783,52.248,288.511,286.409,285.775,496.926,285.77,1
312,0,0,20,-69.416,72.2397,52.416,288.509,286.411,285.777,496.928,285.771,1
313,0,0,20,-69.584,72.4012,52.584,288.507,286.413,285.778,496.929,285.773,1
314,0,0,20,-69.752,72.5627,52.752,288.506,286.415,285.78,496.93,285.775,1
315,0,0,20,-69.92,72.7242,52.92,288.504,286.417,285.781,496.931,285.776,1
316,0,0,20,-70.088,72.8857,53.088,288.502,286.418,285.782,496.931,285.777,1
317,0,0,20,-70.256,73.0473,53.256,288.501,286.418,285.783,496.93,285.777,1
318,0,0,20,-70.424,73.2089,53.424,288.499,286.419,285.783,496.93,285.778,1
319,0,0,20,-70.592,73.3705,53.592,288.497,286.419,285.783,496.929,285.778,1
320,0,0,20,-70.76,73.5322,53.76,288.495,286.419,285.783,496.928,285.778,1
321,0,0,20,-70.928,73.6938,53.928,288.493,286.42,285.783,496.927,285.778,1
322,0,0,20,-71.096,73.8555,54.096,288.492,286.421,285.785,496.928,285.779,1
323,0,0,20,-71.264,74.0173,54.264,288.49,286.423,285.786,496.929,285.781,1
324,0,0,20,-71.432,74.179,54.432,288.489,286.425,285.788,496.93,285.783,1
325,0,0,20,-71.6,74.3408,54.6,288.487,286.427,285.789,496.931,285.784,1
326,0,0,20,-71.768,74.5027,54.768,288.485,286.429,285.791,496.933,285.786,1
327,0,0,20,-71.936,74.6645,54.936,288.484,286.431,285.793,496.934,285.788,1
328,0,0,20,-72.104,74.8264,55.104,288.482,286.432,285.794,496.934,285.788,1
329,0,0,20,-72.272,74.9883,55.272,288.48,286.432,285.794,496.933,285.789,1
330,0,0,20,-72.44,75.1502,55.44,288.479,286.433,285.794,496.932,285.789,1
331,0,0,20,-72.608,75.3122,55.608,288.477,286.433,285.794,496.932,285.789,1
332,0,0,20,-72.776,75.4741,55.776,288.475,286.433,285.795,496.931,285.789,1
333,0,0,20,-72.944,75.6361,55.944,288.473,286.434,285.795,496.93,285.79,1
334,0,0,20,-73.112,75.7982,56.112,288.472,286.435,285.796,496.931,285.791,1
335,0,0,20,-73.28,75.9602,56.28,288.47,286.437,285.798,496.932,285.793,1
336,0,0,20,-73.448,76.1223,56.448,288.469,286.439,285.8,496.934,285.794,1
337,0,0,20,-73.616,76.2844,56.616,288.467,286.441,285.801,496.935,285.796,1
338,0,0,20,-73.784,76.4466,56.784,288.466,286.443,285.803,496.936,285.798,1
339,0,0,20,-73.952,76.6087,56.952,288.464,286.445,285.805,496.937,285.799,1
340,0,0,20,-74.12,76.7709,57.12,288.462,286.446,285.805,496.937,285.8,1
341,0,0,20,-74.288,76.9331,57.288,288.461,286.447,285.806,496.937,285.8,1
342,0,0,20,-74.456,77.0954,57.456,288.459,286.447,285.806,496.936,285.801,1
343,0,0,20,-74.624,77.2576,57.624,288.457,286.447,285.806,496.935,285.801,1
344,0,0,20,-74.792,77.4199,57.792,288.455,286.448,285.807,496.935,285.801,1
345,0,0,20,-74.96,77.5822,57.96,288.454,286.448,285.807,496.934,285.802,1
346,0,0,20,-75.128,77.7446,58.128,288.452,286.45,285.808,496.935,285.803,1
347,0,0,20,-75.296,77.9069,58.296,288.451,286.452,285.81,496.936,285.805,1
348,0,0,20,-75.464,78.0693,58.464,288.449,286.454,285.812,496.938,285.807,1
349,0,0,20,-75.632,78.2317,58.632,288.447,286.456,285.814,496.939,285.808,1
350,0,0,20,-75.8,78.3941,58.8,288.446,286.458,285.815,496.94,285.81,1
351,0,0,20,-75.968,78.5566,58.968,288.444,286.46,285.817,496.942,285.812,1
352,0,0,20,-76.136,78.7191,59.136,288.443,286.461,285.818,496.941,285.812,1
353,0,0,20,-76.304,78.8816,59.304,288.441,286.461,285.818,496.941,285.813,1
354,0,0,20,-76.472,79.0441,59.472,288.439,286.462,285.818,496.94,285.813,1
355,0,0,20,-76.64,79.2066,59.64,288.438,286.462,285.819,496.94,285.813,1
356,0,0,20,-76.808,79.3692,59.808,288.436,286.463,285.819,496.939,285.814,1
357,0,0,20,-76.976,79.5318,59.976,288.434,286.463,285.819,496.939,285.814,1
358,0,0,20,-77.144,79.6944,60.144,288.433,286.465,285.821,496.94,285.816,1
359,0,0,20,-77.312,79.857,60.312,288.431,286.467,285.823,496.941,285.818,1
360,0,0,20,-77.48,80.0197,60.48,288.43,286.469,285.825,496.943,285.819,1
361,0,0,20,-77.648,80.1824,60.648,288.428,286.471,285.826,496.944,285.821,1
362,0,0,20,-77.816,80.3451,60.816,288.427,286.473,285.828,496.945,285.823,1
363,0,0,20,-77.984,80.5078,60.984,288.425,286.476,285.83,496.947,285.825,1
364,0,0,20,-78.152,80.6705,61.152,288.424,286.476,285.83,496.946,285.825,1
365,0,0,20,-78.32,80.8333,61.32,288.422,286.477,285.831,496.946,285.826,1
366,0,0,20,-78.488,80.9961,61.488,288.42,286.477,285.831,496.946,285.826,1
367,0,0,20,-78.656,81.1589,61.656,288.419,286.478,285.832,496.945,285.826,1
368,0,0,20,-78.824,81.3217,61.824,288.417,286.478,285.832,496.945,285.827,1
369,0,0,20,-78.992,81.4846,61.992,288.415,286.479,285.833,496.944,285.827,1
370,0,0,20,-79.16,81.6475,62.16,288.414,286.481,285.834,496.945,285.829,1
371,0,0,20,-79.328,81.8103,62.328,288.412,286.483,285.836,496.947,285.831,1
372,0,0,20,-79.496,81.9733,62.496,288.411,286.485,285.838,496.948,285.833,1
373,0,0,20,-79.664,82.1362,62.664,288.409,286.487,285.84,496.95,285.834,1
374,0,0,20,-79.832,82.2991,62.832,288.408,286.489,285.841,496.951,285.836,1
375,0,0,20,-80,82.4621,63,288.406,286.491,285.843,496.952,285.838,1
376,0,0,20,-80.168,82.6251,63.168,288.405,286.492,285.844,496.952,285.838,1
377,0,0,20,-80.336,82.7881,63.336,288.403,286.492,285.844,496.952,285.839,1
378,0,0,20,-80.504,82.9511,63.504,288.401,286.493,285.845,496.951,285.839,1
379,0,0,20,-80.672,83.1142,63.672,288.4,286.493,285.845,496.951,285.84,1
380,0,0,20,-80.84,83.2773,63.84,288.398,286.494,285.846,496.951,285.84,1
381,0,0,20,-81.008,83.4404,64.008,288.397,286.494,285.846,496.95,285.841,1
382,0,0,20,-81.176,83.6035,64.176,288.395,286.497,285.848,496.952,285.843,1
383,0,0,20,-81.344,83.7666,64.344,288.394,286.499,285.85,496.953,285.844,1
384,0,0,20,-81.512,83.9298,64.512,288.392,286.501,285.852,496.955,285.846,1
385,0,0,20,-81.68,84.0929,64.68,288.391,286.503,285.853,496.956,285.848,1
386,0,0,20,-81.848,84.2561,64.848,288.389,286.505,285.855,496.958,285.85,1
387,0,0,20,-82.016,84.4193,65.016,288.388,286.507,285.857,496.959,285.852,1
388,0,0,20,-82.184,84.5826,65.184,288.386,286.508,285.857,496.959,285.852,1
389,0,0,20,-82.352,84.7458,65.352,288.385,286.508,285.858,496.958,285.853,1
390,0,0,20,-82.52,84.9091,65.52,288.383,286.509,285.858,496.958,285.853,1
391,0,0,20,-82.688,85.0724,65.688,288.381,286.51,285.859,496.958,285.854,1
392,0,0,20,-82.856,85.2357,65.856,288.38,286.51,285.86,496.957,285.854,1
393,0,0,20,-83.024,85.399,66.024,288.378,286.511,285.86,496.957,285.855,1
394,0,0,20,-83.192,85.5623,66.192,288.377,286.513,285.862,496.959,285.857,1
395,0,0,20,-83.36,85.7257,66.36,288.375,286.515,285.864,496.96,285.859,1
396,0,0,20,-83.528,85.889,66.528,288.374,286.518,285.866,496.962,285.86,1
397,0,0,20,-83.696,86.0524,66.696,288.372,286.52,285.868,496.963,285.862,1
398,0,0,20,-83.864,86.2158,66.864,288.371,286.522,285.869,496.965,285.864,1
399,0,0,20,-84.032,86.3793,67.032,288.37,286.524,285.871,496.966,285.866,1
400,0,0,20,-84.2,86.5427,67.2,288.368,286.524,285.872,496.966,285.866,1
401,0,0,20,-84.368,86.7062,67.368,288.366,286.525,285.872,496.966,285.867,1
402,0,0,20,-84.536,86.8697,67.536,288.365,286.526,285.873,496.965,285.868,1
403,0,0,20,-84.704,87.0331,67.704,288.363,286.526,285.873,496.965,285.868,1
404,0,0,20,-84.872,87.1967,67.872,288.362,286.527,285.874,496.965,285.869,1
405,0,0,20,-85.04,87.3602,68.04,288.36,286.528,285.875,496.965,285.87,1
406,0,0,20,-85.208,87.5237,68.208,288.359,286.53,285.877,496.967,285.871,1
407,0,0,20,-85.376,87.6873,68.376,288.357,286.532,285.879,496.968,285.873,1
408,0,0,20,-85.544,87.8509,68.544,288.356,286.535,285.881,496.97,285.875,1
409,0,0,20,-85.712,88.0145,68.712,288.355,286.537,285.882,496.971,285.877,1
410,0,0,20,-85.88,88.1781,68.88,288.353,286.539,285.884,496.973,285.879,1
411,0,0,20,-86.048,88.3417,69.048,288.352,286.541,285.886,496.974,285.88,1
412,0,0,20,-86.216,88.5054,69.216,288.35,286.541,285.886,496.974,285.881,1
413,0,0,20,-86.384,88.669,69.384,288.349,286.542,285.887,496.974,285.882,1
414,0,0,20,-86.552,88.8327,69.552,288.347,286.543,285.888,496.973,285.882,1
415,0,0,20,-86.72,88.9964,69.72,288.346,286.543,285.888,496.973,285.883,1
416,0,0,20,-86.888,89.1601,69.888,288.344,286.544,285.889,496.973,285.884,1
417,0,0,20,-87.056,89.3238,70.056,288.342,286.545,285.89,496.974,285.885,1
418,0,0,20,-87.224,89.4876,70.224,288.341,286.548,285.892,496.975,285.887,1
419,0,0,20,-87.392,89.6513,70.392,288.34,286.55,285.894,496.977,285.889,1
420,0,0,20,-87.56,89.8151,70.56,288.338,286.552,285.896,496.978,285.89,1
421,0,0,20,-87.728,89.9789,70.728,288.337,286.554,285.898,496.98,285.892,1
422,0,0,20,-87.896,90.1427,70.896,288.336,286.557,285.9,496.982,285.894,1
423,0,0,20,-88.064,90.3065,71.064,288.334,286.558,285.901,496.982,285.896,1
424,0,0,20,-88.232,90.4704,71.232,288.333,286.559,285.902,496.982,285.896,1
425,0,0,20,-88.4,90.6342,71.4,288.331,286.56,285.902,496.982,285.897,1
426,0,0,20,-88.568,90.7981,71.568,288.33,286.56,285.903,496.982,285.898,1
427,0,0,20,-88.736,90.962,71.736,288.328,286.561,285.904,496.982,285.898,1
428,0,0,20,-88.904,91.1259,71.904,288.327,286.562,285.904,496.982,285.899,1
429,0,0,20,-89.072,91.2898,72.072,288.325,286.563,285.906,496.983,285.9,1
430,0,0,20,-89.24,91.4537,72.24,288.324,286.565,285.908,496.984,285.902,1
431,0,0,20,-89.408,91.6176,72.408,288.322,286.568,285.91,496.986,285.904,1
432,0,0,20,-89.576,91.7816,72.576,288.321,286.57,285.911,496.988,285.906,1
433,0,0,20,-89.744,91.9456,72.744,288.32,286.572,285.913,496.989,285.908,1
434,0,0,20,-89.912,92.1095,72.912,288.318,286.575,285.915,496.991,285.91,1
435,0,0,20,-90.08,92.2735,73.08,288.317,286.576,285.917,496.992,285.911,1
436,0,0,20,-90.248,92.4376,73.248,288.315,286.577,285.917,496.992,285.912,1
437,0,0,20,-90.416,92.6016,73.416,288.314,286.578,285.918,496.992,285.913,1
438,0,0,20,-90.584,92.7656,73.584,288.312,286.578,285.919,496.992,285.914,1
439,0,0,20,-90.752,92.9297,73.752,288.311,286.579,285.92,496.992,285.914,1
440,0,0,20,-90.92,93.0938,73.92,288.31,286.58,285.92,496.992,285.915,1
441,0,0,20,-91.088,93.2578,74.088,288.308,286.582,285.922,496.993,285.916,1
442,0,0,20,-91.256,93.4219,74.256,288.307,286.584,285.924,496.994,285.918,1
443,0,0,20,-91.424,93.5861,74.424,288.305,286.586,285.926,496.996,285.92,1
444,0,0,20,-91.592,93.7502,74.592,288.304,286.588,285.928,496.998,285.922,1
445,0,0,20,-91.76,93.9143,74.76,288.303,286.591,285.93,497,285.924,1
446,0,0,20,-91.928,94.0785,74.928,288.301,286.593,285.932,497.001,285.926,1
447,0,0,20,-92.096,94.2426,75.096,288.3,286.594,285.933,497.002,285.928,1
448,0,0,20,-92.264,94.4068,75.264,288.299,286.595,285.934,497.002,285.928,1
449,0,0,20,-92.432,94.571,75.432,288.297,286.596,285.935,497.002,285.929,1
450,0,0,20,-92.6,94.7352,75.6,288.296,286.597,285.935,497.002,285.93,1
451,0,0,20,-92.768,94.8994,75.768,288.294,286.598,285.936,497.002,285.931,1
452,0,0,20,-92.936,95.0637,75.936,288.293,286.599,285.937,497.002,285.931,1
453,0,0,20,-93.104,95.2279,76.104,288.291,286.6,285.938,497.004,285.933,1
454,0,0,20,-93.272,95.3922,76.272,288.29,286.603,285.94,497.005,285.935,1
455,0,0,20,-93.44,95.5564,76.44,288.289,286.605,285.942,497.007,285.937,1
456,0,0,20,-93.608,95.7207,76.608,288.288,286.607,285.944,497.009,285.939,1
457,0,0,20,-93.776,95.885,76.776,288.286,286.61,285.946,497.01,285.941,1
458,0,0,20,-93.944,96.0493,76.944,288.285,286.612,285.948,497.012,285.943,1
459,0,0,20,-94.112,96.2137,77.112,288.284,286.613,285.95,497.013,285.944,1
460,0,0,20,-94.28,96.378,77.28,288.282,286.614,285.951,497.013,285.945,1
461,0,0,20,-94.448,96.5423,77.448,288.281,286.615,285.951,497.013,285.946,1
462,0,0,20,-94.616,96.7067,77.616,288.279,286.616,285.952,497.013,285.947,1
463,0,0,20,-94.784,96.8711,77.784,288.278,286.617,285.953,497.013,285.948,1
464,0,0,20,-94.952,97.0355,77.952,288.276,286.618,285.954,497.014,285.948,1
465,0,0,20,-95.12,97.1999,78.12,288.275,286.619,285.956,497.015,285.95,1
466,0,0,20,-95.288,97.3643,78.288,288.274,286.622,285.958,497.017,285.952,1
467,0,0,20,-95.456,97.5287,78.456,288.273,286.624,285.96,497.019,285.954,1
468,0,0,20,-95.624,97.6931,78.624,288.271,286.627,285.962,497.02,285.956,1
469,0,0,20,-95.792,97.8576,78.792,288.27,286.629,285.964,497.022,285.958,1
470,0,0,20,-95.96,98.022,78.96,288.269,286.631,285.966,497.024,285.96,1
471,0,0,20,-96.128,98.1865,79.128,288.267,286.632,285.967,497.024,285.961,1
472,0,0,20,-96.296,98.351,79.296,288.266,286.633,285.968,497.025,285.962,1
473,0,0,20,-96.464,98.5155,79.464,288.265,286.634,285.969,497.025,285.963,1
474,0,0,20,-96.632,98.68,79.632,288.263,286.635,285.97,497.025,285.964,1
475,0,0,20,-96.8,98.8445,79.8,288.262,286.636,285.97,497.025,285.965,1
476,0,0,20,-96.968,99.0091,79.968,288.26,286.637,285.971,497.026,285.966,1
477,0,0,20,-97.136,99.1736,80.136,288.259,286.639,285.973,497.027,285.968,1
478,0,0,20,-97.304,99.3382,80.304,288.258,286.642,285.975,497.029,285.97,1
479,0,0,20,-97.472,99.5027,80.472,288.257,286.644,285.977,497.031,285.972,1
480,0,0,20,-97.64,99.6673,80.64,288.255,286.646,285.979,497.033,285.974,1
481,0,0,20,-97.808,99.8319,80.808,288.254,286.649,285.981,497.035,285.976,1
482,0,0,20,-97.976,99.9965,80.976,288.253,286.651,285.984,497.036,285.978,1
483,0,0,20,-98.144,100.161,81.144,288.252,286.652,285.985,497.037,285.979,1
484,0,0,20,-98.312,100.326,81.312,288.25,286.653,285.986,497.037,285.98,1
485,0,0,20,-98.48,100.49,81.48,288.249,286.654,285.986,497.037,285.981,1
486,0,0,20,-98.648,100.655,81.648,288.248,286.655,285.987,497.038,285.982,1
487,0,0,20,-98.816,100.82,81.816,288.246,286.656,285.988,497.038,285.983,1
488,0,0,20,-98.984,100.984,81.984,288.245,286.657,285.989,497.038,285.984,1
489,0,0,20,-99.152,101.149,82.152,288.244,286.659,285.991,497.04,285.986,1
490,0,0,20,-99.32,101.314,82.32,288.242,286.662,285.993,497.042,285.988,1
491,0,0,20,-99.488,101.478,82.488,288.241,286.664,285.995,497.044,285.99,1
492,0,0,20,-99.656,101.643,82.656,288.24,286.666,285.998,497.046,285.992,1
493,0,0,20,-99.824,101.808,82.824,288.239,286.669,286,497.048,285.994,1
494,0,0,20,-99.992,101.973,82.992,288.237,286.671,286.002,497.05,285.996,1
495,0,0,20,-100.16,102.137,83.16,288.236,286.672,286.003,497.05,285.997,1
496,0,0,20,-100.328,102.302,83.328,288.235,286.673,286.004,497.05,285.998,1
497,0,0,20,-100.496,102.467,83.496,288.233,286.674,286.005,497.051,285.999,1
498,0,0,20,-100.664,102.632,83.664,288.232,286.675,286.006,497.051,286,1
499,0,0,20,-100.832,102.796,83.832,288.231,286.676,286.007,497.051,286.001,1
500,0,0,20,-101,102.961,84,288.229,286.677,286.008,497.052,286.002,1
501,0,0,20,-101.168,103.126,84.168,288.228,286.68,286.01,497.054,286.004,1
502,0,0,20,-101.336,103.291,84.336,288.227,286.682,286.012,497.056,286.007,1
503,0,0,20,-101.504,103.456,84.504,288.226,286.685,286.014,497.058,286.009,1
504,0,0,20,-101.672,103.62,84.672,288.225,286.687,286.016,497.06,286.011,1
505,0,0,20,-101.84,103.785,84.84,288.223,286.69,286.018,497.062,286.013,1
506,0,0,20,-102.008,103.95,85.008,288.222,286.692,286.02,497.063,286.015,1
507,0,0,20,-102.176,104.115,85.176,288.221,286.693,286.022,497.064,286.016,1
508,0,0,20,-102.344,104.28,85.344,288.22,286.694,286.023,497.064,286.017,1
509,0,0,20,-102.512,104.445,85.512,288.218,286.695,286.024,497.065,286.018,1
510,0,0,20,-102.68,104.61,85.68,288.217,286.696,286.025,497.065,286.019,1
511,0,0,20,-102.848,104.775,85.848,288.216,286.697,286.026,497.066,286.02,1
512,0,0,20,-103.016,104.939,86.016,288.215,286.698,286.027,497.066,286.021,1
513,0,0,20,-103.184,105.104,86.184,288.213,286.701,286.029,497.068,286.023,1
514,0,0,20,-103.352,105.269,86.352,288.212,286.703,286.031,497.07,286.026,1
515,0,0,20,-103.52,105.434,86.52,288.211,286.706,286.033,497.072,286.028,1
516,0,0,20,-103.688,105.599,86.688,288.21,286.708,286.035,497.074,286.03,1
517,0,0,20,-103.856,105.764,86.856,288.209,286.711,286.038,497.076,286.032,1
518,0,0,20,-104.024,105.929,87.024,288.207,286.713,286.04,497.078,286.034,1
519,0,0,20,-104.192,106.094,87.192,288.206,286.714,286.041,497.078,286.035,1
520,0,0,20,-104.36,106.259,87.36,288.205,286.715,286.042,497.079,286.036,1
521,0,0,20,-104.528,106.424,87.528,288.204,286.716,286.043,497.08,286.037,1
522,0,0,20,-104.696,106.589,87.696,288.202,286.717,286.044,497.08,286.038,1
523,0,0,20,-104.864,106.754,87.864,288.201,286.718,286.045,497.081,286.04,1
524,0,0,20,-105.032,106.919,88.032,288.2,286.72,286.046,497.081,286.041,1
525,0,0,20,-105.2,107.084,88.2,288.199,286.722,286.049,497.083,286.043,1
526,0,0,20,-105.368,107.249,88.368,288.198,286.725,286.051,497.085,286.045,1
527,0,0,20,-105.536,107.414,88.536,288.196,286.727,286.053,497.087,286.047,1
528,0,0,20,-105.704,107.579,88.704,288.195,286.73,286.055,497.09,286.05,1
529,0,0,20,-105.872,107.745,88.872,288.194,286.732,286.057,497.092,286.052,1
530,0,0,20,-106.04,107.91,89.04,288.193,286.734,286.059,497.093,286.054,1
531,0,0,20,-106.208,108.075,89.208,288.192,286.735,286.06,497.094,286.055,1
532,0,0,20,-106.376,108.24,89.376,288.191,286.737,286.062,497.094,286.056,1
533,0,0,20,-106.544,108.405,89.544,288.189,286.738,286.063,497.095,286.057,1
534,0,0,20,-106.712,108.57,89.712,288.188,286.739,286.064,497.096,286.058,1
535,0,0,20,-106.88,108.735,89.88,288.187,286.74,286.065,497.096,286.059,1
536,0,0,20,-107.048,108.9,90.048,288.186,286.742,286.066,497.097,286.061,1
537,0,0,20,-107.216,109.065,90.216,288.185,286.744,286.069,497.099,286.063,1
538,0,0,20,-107.384,109.231,90.384,288.183,286.747,286.071,497.101,286.065,1
539,0,0,20,-107.552,109.396,90.552,288.182,286.749,286.073,497.103,286.068,1
540,0,0,20,-107.72,109.561,90.72,288.181,286.752,286.075,497.106,286.07,1
541,0,0,20,-107.888,109.726,90.888,288.18,286.754,286.078,497.108,286.072,1
542,0,0,20,-108.056,109.891,91.056,288.179,286.756,286.079,497.109,286.074,1
543,0,0,20,-108.224,110.057,91.224,288.178,286.757,286.081,497.11,286.075,1
544,0,0,20,-108.392,110.222,91.392,288.177,286.759,286.082,497.111,286.076,1
545,0,0,20,-108.56,110.387,91.56,288.175,286.76,286.083,497.111,286.077,1
546,0,0,20,-108.728,110.552,91.728,288.174,286.761,286.084,497.112,286.079,1
547,0,0,20,-108.896,110.717,91.896,288.173,286.762,286.085,497.113,286.08,1
548,0,0,20,-109.064,110.883,92.064,288.172,286.764,286.087,497.114,286.081,1
549,0,0,20,-109.232,111.048,92.232,288.171,286.766,286.089,497.116,286.084,1
550,0,0,20,-109.4,111.213,92.4,288.17,286.769,286.091,497.118,286.086,1
551,0,0,20,-109.568,111.378,92.568,288.168,286.771,286.094,497.12,286.088,1
552,0,0,20,-109.736,111.544,92.736,288.167,286.774,286.096,497.122,286.09,1
553,0,0,20,-109.904,111.709,92.904,288.166,286.777,286.098,497.124,286.093,1
554,0,0,20,-110.072,111.874,93.072,288.165,286.779,286.1,497.126,286.094,1
555,0,0,20,-110.24,112.04,93.24,288.164,286.78,286.101,497.127,286.096,1
556,0,0,20,-110.408,112.205,93.408,288.163,286.781,286.102,497.128,286.097,1
557,0,0,20,-110.576,112.37,93.576,288.162,286.782,286.104,497.128,286.098,1
558,0,0,20,-110.744,112.535,93.744,288.16,286.783,286.105,497.129,286.099,1
559,0,0,20,-110.912,112.701,93.912,288.159,286.785,286.106,497.13,286.101,1
560,0,0,20,-111.08,112.866,94.08,288.158,286.787,286.108,497.131,286.102,1
561,0,0,20,-111.248,113.031,94.248,288.157,286.789,286.11,497.133,286.105,1
562,0,0,20,-111.416,113.197,94.416,288.156,286.792,286.112,497.136,286.107,1
563,0,0,20,-111.584,113.362,94.584,288.155,286.794,286.115,497.138,286.109,1
564,0,0,20,-111.752,113.528,94.752,288.154,286.797,286.117,497.14,286.112,1
565,0,0,20,-111.92,113.693,94.92,288.153,286.799,286.119,497.142,286.114,1
566,0,0,20,-112.088,113.858,95.088,288.152,286.801,286.121,497.144,286.116,1
567,0,0,20,-112.256,114.024,95.256,288.151,286.803,286.122,497.144,286.117,1
568,0,0,20,-112.424,114.189,95.424,288.149,286.804,286.124,497.145,286.118,1
569,0,0,20,-112.592,114.355,95.592,288.148,286.805,286.125,497.146,286.119,1
570,0,0,20,-112.76,114.52,95.76,288.147,286.806,286.126,497.147,286.121,1
571,0,0,20,-112.928,114.685,95.928,288.146,286.808,286.127,497.148,286.122,1
572,0,0,20,-113.096,114.851,96.096,288.145,286.81,286.129,497.149,286.124,1
573,0,0,20,-113.264,115.016,96.264,288.144,286.812,286.132,497.151,286.126,1
574,0,0,20,-113.432,115.182,96.432,288.143,286.815,286.134,497.154,286.128,1
575,0,0,20,-113.6,115.347,96.6,288.142,286.817,286.136,497.156,286.131,1
576,0,0,20,-113.768,115.513,96.768,288.141,286.82,286.139,497.158,286.133,1
577,0,0,20,-113.936,115.678,96.936,288.14,286.823,286.141,497.16,286.135,1
578,0,0,20,-114.104,115.844,97.104,288.139,286.824,286.143,497.162,286.137,1
579,0,0,20,-114.272,116.009,97.272,288.138,286.826,286.144,497.163,286.138,1
580,0,0,20,-114.44,116.174,97.44,288.136,286.827,286.145,497.164,286.14,1
581,0,0,20,-114.608,116.34,97.608,288.135,286.828,286.147,497.164,286.141,1
582,0,0,20,-114.776,116.505,97.776,288.134,286.83,286.148,497.165,286.142,1
583,0,0,20,-114.944,116.671,97.944,288.133,286.831,286.149,497.166,286.144,1
584,0,0,20,-115.112,116.837,98.112,288.132,286.833,286.151,497.168,286.146,1
585,0,0,20,-115.28,117.002,98.28,288.131,286.836,286.154,497.17,286.148,1
586,0,0,20,-115.448,117.168,98.448,288.13,286.839,286.156,497.173,286.15,1
587,0,0,20,-115.616,117.333,98.616,288.129,286.841,286.158,497.175,286.153,1
588,0,0,20,-115.784,117.499,98.784,288.128,286.844,286.161,497.177,286.155,1
589,0,0,20,-115.952,117.664,98.952,288.127,286.846,286.163,497.179,286.158,1
590,0,0,20,-116.12,117.83,99.12,288.126,286.848,286.165,497.181,286.159,1
591,0,0,20,-116.288,117.995,99.288,288.125,286.85,286.166,497.182,286.161,1
592,0,0,20,-116.456,118.161,99.456,288.124,286.851,286.167,497.183,286.162,1
593,0,0,20,-116.624,118.326,99.624,288.123,286.852,286.169,497.184,286.163,1
594,0,0,20,-116.792,118.492,99.792,288.122,286.854,286.17,497.185,286.165,1
595,0,0,20,-116.96,118.658,99.96,288.121,286.855,286.172,497.186,286.166,1
596,0,0,20,-117.128,118.823,100.128,288.12,286.857,286.174,497.188,286.168,1
597,0,0,20,-117.296,118.989,100.296,288.119,286.86,286.176,497.19,286.171,1
598,0,0,20,-117.464,119.154,100.464,288.118,286.863,286.179,497.192,286.173,1
599,0,0,20,-117.632,119.32,100.632,288.117,286.865,286.181,497.195,286.175,1
600,0,0,20,-117.8,119.486,100.8,288.116,286.868,286.183,497.197,286.178,1
601,0,0,20,-117.968,119.651,100.968,288.115,286.871,286.186,497.199,286.18,1
602,0,0,20,-118.136,119.817,101.136,288.114,286.872,286.187,497.201,286.182,1
603,0,0,20,-118.304,119.983,101.304,288.113,286.874,286.189,497.202,286.183,1
604,0,0,20,-118.472,120.148,101.472,288.112,286.875,286.19,497.203,286.185,1
605,0,0,20,-118.64,120.314,101.64,288.111,286.876,286.192,497.204,286.186,1
606,0,0,20,-118.808,120.48,101.808,288.109,286.878,286.193,497.205,286.187,1
607,0,0,20,-118.976,120.645,101.976,288.108,286.879,286.194,497.206,286.189,1
608,0,0,20,-119.144,120.811,102.144,288.107,286.882,286.197,497.208,286.191,1
609,0,0,20,-119.312,120.977,102.312,288.107,286.884,286.199,497.21,286.194,1
610,0,0,20,-119.48,121.142,102.48,288.106,286.887,286.202,497.213,286.196,1
611,0,0,20,-119.648,121.308,102.648,288.105,286.89,286.204,497.215,286.198,1
612,0,0,20,-119.816,121.474,102.816,288.104,286.892,286.206,497.217,286.201,1
613,0,0,20,-119.984,121.639,102.984,288.103,286.895,286.209,497.22,286.203,1
614,0,0,20,-120.152,121.805,103.152,288.102,286.897,286.21,497.221,286.205,1
615,0,0,20,-120.32,121.971,103.32,288.101,286.898,286.212,497.222,286.206,1
616,0,0,20,-120.488,122.137,103.488,288.1,286.9,286.213,497.223,286.208,1
617,0,0,20,-120.656,122.302,103.656,288.099,286.901,286.215,497.224,286.209,1
618,0,0,20,-120.824,122.468,103.824,288.098,286.903,286.216,497.225,286.211,1
619,0,0,20,-120.992,122.634,103.992,288.097,286.904,286.218,497.226,286.212,1
620,0,0,20,-121.16,122.8,104.16,288.096,286.907,286.22,497.229,286.214,1
621,0,0,20,-121.328,122.965,104.328,288.095,286.909,286.223,497.231,286.217,1
622,0,0,20,-121.496,123.131,104.496,288.094,286.912,286.225,497.234,286.219,1
623,0,0,20,-121.664,123.297,104.664,288.093,286.915,286.227,497.236,286.222,1
624,0,0,20,-121.832,123.463,104.832,288.092,286.917,286.23,497.239,286.224,1
